0,19,2,9,17,0,2,3,0,0,4,3,2,1,1,1,2,2,0,1
1,27,4,6,29,2,3,4,1,0,4,0,1,0,2,3,2,2,0,1
3,18,2,3,54,2,4,1,1,0,1,3,1,0,2,4,3,2,1,0
2,17,0,4,48,4,2,2,1,0,2,3,7,1,2,1,0,2,0,1
3,6,4,1,90,1,3,2,1,0,3,3,2,2,1,3,2,1,0,0
3,10,0,8,19,0,1,1,1,0,2,0,2,0,2,1,1,2,0,0
3,49,4,7,20,3,1,3,0,2,2,0,3,1,2,1,0,2,0,0
0,49,4,0,46,0,3,1,0,0,2,0,7,2,1,2,3,1,0,1
1,30,1,4,62,3,3,2,0,2,4,2,1,2,2,2,2,1,0,0
0,26,1,3,47,3,2,4,1,0,2,3,1,2,2,4,1,2,0,1
0,28,4,6,39,1,1,3,1,0,1,2,7,2,1,2,3,1,1,0
3,28,3,3,12,4,0,3,0,0,1,3,1,0,1,2,3,2,0,1
2,13,2,6,64,0,3,3,0,2,4,2,1,2,2,4,0,1,0,1
2,27,0,0,37,2,3,4,1,1,1,1,3,2,2,3,3,2,1,0
2,49,4,1,52,4,1,3,0,2,4,1,3,0,2,3,1,2,0,1
2,8,0,6,29,0,1,4,1,0,4,2,2,1,2,3,2,2,1,1
1,27,0,3,13,0,4,3,0,1,1,2,6,2,2,4,1,2,0,1
3,20,3,6,39,1,1,1,0,0,3,1,1,1,1,3,2,1,0,1
3,39,2,9,68,2,4,1,1,0,4,2,4,2,2,3,0,1,0,0
0,25,1,9,29,1,2,1,1,0,1,0,7,2,1,1,2,2,0,0
0,24,0,7,40,1,2,3,0,0,1,1,2,0,2,1,0,1,0,0
2,28,1,0,27,0,1,4,0,1,3,2,5,1,2,1,2,2,1,0
3,46,3,2,37,4,3,3,1,2,4,0,1,0,0,2,3,2,1,1
3,23,3,0,17,4,4,2,1,0,4,0,1,0,0,2,2,1,0,0
3,45,3,6,39,3,4,3,1,2,3,0,1,1,2,1,2,1,1,1
1,27,4,5,31,1,4,4,1,0,4,3,2,1,1,1,0,2,1,1
3,21,1,5,14,1,3,1,1,0,4,3,7,1,2,2,2,1,0,1
1,58,4,9,26,4,2,4,0,2,3,2,2,1,1,2,3,2,0,1
1,49,3,6,35,4,2,4,1,2,1,0,3,0,1,4,1,1,0,1
3,22,4,3,64,3,3,2,0,2,2,0,1,0,0,1,0,1,1,1
0,60,3,7,61,3,4,3,0,2,2,2,3,1,2,2,1,1,1,1
2,7,0,4,46,2,4,1,1,2,3,3,1,2,2,1,1,1,0,0
0,47,4,3,40,4,1,3,0,2,1,2,5,1,1,4,1,1,1,1
3,25,0,5,52,0,2,1,0,2,4,2,7,1,1,2,2,1,1,1
0,6,0,9,60,2,3,2,0,2,3,3,2,1,2,3,2,2,0,0
2,15,1,5,18,4,4,1,1,1,1,2,1,1,0,3,2,2,1,0
3,31,1,8,42,4,4,4,0,1,2,2,6,2,2,1,2,1,0,1
0,54,4,1,23,2,4,2,1,2,2,2,4,1,0,3,0,1,0,1
2,19,2,4,8,3,0,4,1,1,1,1,1,1,0,2,2,2,1,1
3,4,3,9,90,1,0,4,0,2,3,3,1,2,1,1,2,2,0,1
2,29,0,2,30,0,3,3,0,1,2,0,7,1,0,4,3,1,1,0
0,13,1,6,48,1,4,1,0,1,3,2,7,2,0,3,3,2,0,0
3,42,1,4,61,2,1,1,0,2,1,3,4,0,1,1,3,1,0,0
1,18,2,5,59,3,4,1,0,1,4,3,1,2,0,1,1,2,1,0
3,34,2,7,51,0,4,4,0,1,2,3,2,0,2,3,0,1,0,1
1,24,3,7,28,1,4,4,1,0,2,1,1,2,0,4,2,1,1,1
0,19,3,7,29,2,2,3,0,1,4,3,1,1,1,2,1,1,0,1
1,25,0,4,11,3,2,2,0,1,2,3,5,0,2,4,1,2,0,1
2,46,4,1,31,3,3,2,1,2,2,0,2,0,0,4,0,1,0,1
3,22,2,3,22,4,4,2,0,0,1,1,6,1,1,1,3,1,0,1
