4,2,12,8,2,6,4,0,1,4,31,49,13
5,2,16,12,4,13,2,0,1,10,9,32,100
6,4,5,5,6,5,5,0,0,5,6,6,5
7,7,48,15,2,10,2,0,0,0,37,38,5
8,1,23,11,4,5,5,0,1,2,30,95,24
8,2,24,11,3,5,5,0,1,2,30,95,23
6,4,38,11,0,13,3,0,1,5,43,9,8
6,2,12,13,3,13,4,0,1,14,15,13,13
7,100,31,10,5,3,0,0,0,22,11,61,32
6,100,5,4,6,3,5,0,0,27,23,90,7
5,3,22,7,0,3,3,0,1,6,13,64,23
5,1,22,1,5,10,2,0,0,6,13,96,24
2,7,14,4,0,13,3,0,1,7,38,49,15
4,6,38,7,6,7,1,0,1,10,2,29,29
4,4,61,7,0,5,3,0,1,5,39,6,13
7,1,23,11,3,5,5,0,1,2,30,95,24
1,5,32,14,6,12,0,0,0,11,22,40,25
9,5,74,13,5,9,3,0,0,9,39,68,9
5,6,47,10,3,11,1,0,0,9,1,45,26
7,7,7,7,0,7,5,0,0,7,10,7,7
5,3,16,13,4,13,2,0,1,10,8,32,100
7,100,44,1,5,9,5,0,1,13,11,43,15
4,7,39,6,6,7,1,0,1,10,1,30,29
6,5,5,5,5,5,5,0,0,6,7,5,5
4,3,12,9,2,5,1,0,0,4,29,64,13
9,0,32,3,4,5,2,0,0,11,2,0,34
6,100,5,3,6,3,5,0,0,27,25,90,6
4,3,61,7,0,5,3,0,1,4,39,6,14
5,5,3,5,5,5,5,0,0,5,6,5,5
8,7,6,7,0,6,5,0,0,7,9,7,6
5,3,22,1,4,10,1,0,0,6,13,97,23
8,0,33,3,4,4,1,0,0,12,2,1,34
5,2,21,7,0,4,3,0,1,6,13,63,23
5,2,22,1,5,11,1,0,0,6,13,96,24
4,7,15,8,4,2,1,0,1,8,38,92,15
2,2,12,10,2,6,4,0,1,4,30,49,14
2,0,9,12,0,9,5,0,0,0,28,77,9
4,7,39,6,6,6,2,0,1,10,2,30,29
4,5,31,10,6,1,1,0,0,14,9,39,23
5,6,39,6,6,7,2,0,1,10,2,30,28
1,2,36,6,2,1,5,0,0,10,2,41,2
7,6,6,6,5,6,0,0,1,6,8,7,5
5,0,21,7,0,4,3,0,1,6,13,64,23
7,6,56,10,2,5,2,0,1,13,0,4,37
9,1,42,11,1,13,1,0,0,6,11,43,0
2,5,32,15,6,12,0,0,0,11,22,40,25
5,6,47,9,3,11,1,0,1,9,1,45,25
7,7,7,6,6,6,0,0,1,6,8,7,6
7,6,6,7,6,7,0,0,1,6,8,6,6
3,2,12,8,2,6,3,0,1,4,31,49,13
4,1,48,1,0,5,4,0,1,1,18,0,6
5,0,35,12,0,8,1,0,0,2,39,3,10
6,5,59,9,0,1,0,0,1,4,12,43,4
6,5,4,5,6,5,5,0,0,6,6,5,5
6,6,16,13,2,0,5,0,1,9,1,46,16
3,2,12,9,1,6,4,0,1,4,30,48,12
4,5,31,10,6,2,3,0,0,14,9,40,23
8,4,1,14,3,4,5,0,0,18,37,3,19
8,7,7,6,0,7,5,0,0,7,8,8,7
5,2,21,0,5,10,1,0,0,6,13,97,23
1,7,46,12,0,7,2,0,0,10,12,22,25
3,2,12,9,3,6,4,0,1,4,30,48,14
5,2,21,9,1,2,2,0,0,22,3,15,9
7,7,6,7,5,6,0,0,1,6,8,6,6
7,3,56,12,0,10,5,0,0,8,12,3,2
8,6,26,9,6,8,4,0,1,7,18,75,26
2,2,3,0,0,7,1,0,1,5,6,17,24
5,2,17,13,5,13,2,0,1,10,11,32,100
8,7,26,9,5,7,4,0,1,7,18,75,26
5,6,47,9,3,11,1,0,1,9,2,45,27
2,2,12,9,2,6,1,0,0,4,30,65,13
2,0,10,12,4,9,5,0,1,0,43,76,9
7,5,6,6,6,6,2,0,1,6,8,6,6
8,0,33,3,4,6,2,0,0,11,1,2,34
4,2,12,9,2,6,4,0,1,4,30,50,14
7,6,5,6,6,6,1,0,1,6,8,6,5
5,2,21,9,1,2,2,0,0,22,2,14,9
3,0,61,15,3,13,3,0,1,99,20,2,29
8,6,7,7,0,7,5,0,0,7,9,9,7
7,5,6,6,6,6,0,0,1,6,7,6,5
6,99,5,5,6,2,5,0,1,27,25,90,6
5,2,21,9,2,2,2,0,0,20,2,15,9
5,2,17,12,4,12,2,0,1,10,9,33,100
4,6,39,6,6,7,1,0,0,10,3,29,29
3,1,3,0,0,7,2,0,1,5,6,16,24
7,7,26,8,6,8,4,0,1,7,18,75,28
8,6,42,14,3,1,0,0,0,5,4,48,0
4,4,61,7,0,5,3,0,0,5,39,8,14
7,0,33,3,4,5,2,0,0,11,3,1,34
7,3,43,3,2,5,3,0,0,1,43,16,4
9,7,25,9,6,8,3,0,1,7,18,75,27
3,0,60,15,3,13,1,0,1,99,21,1,30
7,2,43,2,2,4,2,0,0,1,43,16,4
6,6,6,7,6,6,0,0,1,6,8,6,6
4,7,15,8,4,2,1,0,0,8,39,90,17
6,99,5,4,5,2,5,0,1,27,25,90,6
9,1,42,11,1,13,0,0,0,5,11,43,0
1,4,23,13,5,7,1,0,0,7,30,27,4
5,2,17,14,4,13,2,0,1,10,9,32,98
9,7,48,15,2,10,3,0,0,0,36,38,5
6,2,38,15,6,2,5,0,1,14,27,76,38
6,100,5,4,5,3,5,0,1,27,25,89,7
5,0,22,5,0,4,3,0,1,6,13,64,23
7,6,16,13,2,0,5,0,1,9,0,46,15
3,4,10,14,3,8,4,0,0,18,6,19,40
4,7,14,8,4,1,1,0,1,8,39,92,16
3,2,12,9,2,6,4,0,1,5,30,49,11
6,5,5,3,5,5,5,0,0,5,6,5,5
5,4,24,11,1,2,0,0,1,6,37,14,36
3,2,13,8,2,6,4,0,1,5,30,49,13
7,5,16,13,1,0,5,0,1,8,0,46,17
8,5,2,0,4,2,0,0,1,5,26,10,30
5,1,22,9,0,3,3,0,1,6,13,64,23
1,5,7,9,4,12,0,0,0,25,20,15,36
5,3,2,11,2,0,3,0,0,13,28,23,39
3,2,12,9,2,5,5,0,1,4,30,50,13
1,0,27,9,4,3,2,0,0,15,10,59,29
4,5,39,6,5,7,1,0,0,10,2,30,29
6,6,16,13,2,0,5,0,1,8,0,45,17
4,1,22,7,0,4,3,0,1,6,11,64,23
7,6,30,13,6,3,4,0,1,10,8,52,31
5,1,22,7,0,3,3,0,1,6,12,64,23
5,2,22,9,2,2,4,0,0,21,2,15,9
7,5,5,5,5,5,5,0,0,5,7,5,6
9,7,7,7,0,6,5,0,1,7,9,7,7
2,2,11,9,2,6,4,0,1,4,30,50,13
5,0,34,12,1,6,1,0,0,2,39,2,11
5,0,34,12,1,8,0,0,0,2,38,2,9
4,2,12,9,2,6,4,0,1,4,30,50,12
3,4,10,13,3,7,5,0,0,18,6,19,39
8,7,48,15,3,9,1,0,1,0,36,38,5
8,5,1,0,4,2,0,0,1,5,24,10,32
4,7,15,8,4,2,0,0,0,9,39,92,16
6,0,34,12,1,8,1,0,0,2,39,2,11
7,4,1,14,3,3,5,0,0,18,37,1,19
4,2,22,7,0,4,3,0,1,6,13,63,23
5,2,17,13,4,13,3,0,0,11,9,32,100
4,3,12,8,2,6,4,0,1,4,30,49,13
6,4,37,12,0,13,3,0,0,5,43,9,7
6,99,5,3,6,3,5,0,0,27,23,89,6
2,0,8,11,1,9,0,0,0,35,2,27,31
8,6,6,6,6,5,0,0,1,6,7,6,6
5,2,17,12,4,12,2,0,1,10,9,32,100
7,4,51,15,4,11,5,0,0,8,10,75,22
8,4,1,14,4,3,5,0,0,18,37,2,18
6,100,5,4,6,1,5,0,1,27,26,90,6
4,7,15,8,4,3,0,0,0,9,39,92,16
5,2,23,1,5,10,0,0,0,6,13,96,23
5,1,21,6,0,4,4,0,1,6,13,64,23
8,7,48,15,2,11,1,0,0,0,36,38,4
1,5,7,9,4,13,1,0,0,24,21,15,36
4,2,61,7,0,6,3,0,1,5,39,6,14
3,3,12,9,2,6,1,0,0,5,29,65,13
6,5,4,5,5,5,5,0,0,5,6,0,5
8,4,51,15,5,12,4,0,0,8,10,75,23
3,1,12,9,2,5,4,0,1,4,31,49,13
3,4,10,14,2,7,5,0,0,18,4,20,40
4,5,29,9,6,1,2,0,0,14,10,40,23
8,7,6,7,0,7,5,0,1,7,9,8,7
5,2,22,1,5,10,1,0,0,6,14,96,24
6,5,5,5,5,5,5,0,0,5,6,6,6
7,3,51,15,4,12,2,0,0,8,10,75,23
6,3,38,15,6,1,4,0,1,13,28,76,39
5,3,61,7,0,6,2,0,0,5,39,6,14
6,5,68,3,1,7,1,0,1,5,8,15,1
3,2,12,9,2,3,4,0,1,4,30,49,13
1,3,39,15,0,0,5,0,1,15,16,27,3
4,6,46,8,3,11,1,0,1,9,1,45,26
8,4,1,15,3,3,5,0,0,17,37,2,19
8,0,32,3,4,5,1,0,0,11,2,1,33
7,5,30,13,5,3,4,0,1,10,7,53,31
4,3,0,11,1,0,2,0,0,11,22,99,1
7,4,49,15,4,12,4,0,1,8,10,75,23
8,0,33,3,5,5,1,0,0,11,2,1,34
8,7,7,7,1,7,5,0,0,8,9,6,7
7,6,5,6,5,5,5,0,0,5,6,5,5
8,6,48,15,2,10,2,0,1,0,36,38,5
3,0,61,15,3,11,1,0,1,99,19,2,30
8,4,1,14,3,3,5,0,0,18,39,2,19
3,4,12,10,2,6,1,0,0,4,30,65,13
5,0,34,12,1,8,1,0,0,2,38,2,10
4,0,34,12,1,8,1,0,0,2,39,2,9
2,4,33,15,6,12,0,0,1,11,22,39,25
9,7,48,15,2,11,1,0,0,0,35,38,5
6,4,5,5,5,5,5,0,1,5,6,5,4
1,5,33,15,5,12,0,0,1,10,22,40,24
3,2,12,9,2,6,4,0,1,4,32,49,13
4,1,48,1,0,5,2,0,1,2,18,1,6
3,0,60,14,3,13,1,0,1,99,20,3,30
5,1,23,7,0,4,4,0,1,6,12,64,23
5,2,0,11,1,0,3,0,0,11,12,96,0
5,2,16,13,4,13,1,0,1,10,8,32,100
1,6,15,3,0,13,3,0,1,7,37,49,14
7,3,43,3,2,5,2,0,0,1,43,16,3
6,3,56,12,0,11,4,0,0,9,12,3,2
9,7,26,9,6,10,4,0,1,7,18,75,27
3,1,48,1,0,5,4,0,1,2,19,1,6
5,1,22,8,0,4,3,0,1,6,14,65,23
6,5,5,6,5,5,5,0,0,5,6,5,3
7,6,16,12,2,0,5,0,1,8,0,46,17
6,100,5,4,5,3,5,0,1,27,24,91,6
6,100,5,5,6,3,5,0,0,27,24,88,7
1,4,33,15,5,12,0,0,1,11,22,40,25
6,100,5,4,6,3,5,0,0,27,26,89,6
5,6,4,14,3,8,2,0,1,6,8,17,26
6,100,5,5,5,3,5,0,1,27,25,90,7
7,2,12,9,4,6,5,0,1,4,30,83,14
5,2,22,0,6,10,2,0,0,6,13,96,23
6,4,6,6,6,6,0,0,1,6,8,6,6
3,4,10,14,2,7,5,0,0,18,6,20,39
5,0,34,12,1,7,1,0,1,2,39,2,10
7,5,6,4,5,5,5,0,0,5,6,5,5
7,99,42,0,5,10,5,0,1,13,10,43,15
8,3,11,15,2,7,1,0,0,2,43,42,35
3,3,12,9,2,5,1,0,0,5,29,64,13
5,3,0,11,3,0,3,0,0,13,28,24,39
7,6,5,6,6,8,0,0,1,6,8,6,6
6,100,5,4,6,3,5,0,0,27,24,88,6
5,0,33,12,1,7,0,0,0,2,39,2,10
1,100,40,14,4,4,2,0,1,20,0,47,99
3,2,10,9,2,6,4,0,1,4,30,50,13
4,7,15,8,4,3,0,0,0,8,39,93,16
3,4,10,14,3,7,5,0,1,18,6,18,40
6,100,5,4,6,2,5,0,1,27,25,90,8
6,1,17,13,4,13,2,0,1,10,9,31,100
6,7,5,5,5,5,5,0,0,5,6,5,5
5,2,20,13,4,13,2,0,1,10,9,32,100
7,5,1,0,4,3,0,0,1,5,24,10,30
4,7,15,7,4,2,2,0,0,8,39,93,16
3,3,11,10,2,6,1,0,0,3,30,64,13
3,2,12,9,2,6,4,0,1,4,30,49,14
7,2,23,11,3,5,5,0,1,2,30,95,24
7,100,44,0,5,9,4,0,1,13,10,43,15
6,100,5,4,6,3,5,0,0,27,23,90,6
4,3,61,7,0,3,3,0,0,5,39,6,15
1,100,40,14,4,4,1,0,1,21,0,48,100
6,100,17,8,2,7,1,0,1,9,0,61,17
7,7,7,7,1,6,5,0,0,7,9,7,7
6,7,56,11,2,5,2,0,1,13,0,4,36
2,2,12,10,2,6,4,0,1,5,30,49,13
3,2,12,9,2,6,5,0,1,5,30,48,13
3,3,12,9,2,6,1,0,0,3,32,64,13
9,7,25,9,6,8,4,0,1,7,18,76,27
2,0,8,12,0,9,0,0,0,34,2,27,31
4,3,12,9,2,5,1,0,0,4,30,65,13
4,7,14,8,4,2,0,0,0,9,39,92,16
4,6,4,14,2,8,2,0,1,6,8,17,26
3,3,12,8,1,6,1,0,0,3,30,64,13
5,1,1,11,1,0,3,0,0,11,12,97,1
6,99,5,5,6,3,5,0,1,27,23,91,6
5,5,5,5,5,4,5,0,0,5,6,4,5
8,4,50,15,5,12,4,0,0,8,10,75,23
5,1,17,13,4,12,2,0,1,10,8,32,100
7,6,6,6,6,6,1,0,1,5,8,6,7
9,2,42,10,1,13,0,0,0,5,11,43,0
5,100,40,2,0,3,5,0,1,3,39,28,38
9,1,41,12,1,13,0,0,0,5,11,44,1
6,7,11,15,3,6,1,0,0,10,15,16,32
3,0,60,15,3,13,1,0,1,98,20,2,30
6,100,16,9,2,7,2,0,0,9,0,61,17
8,6,1,0,4,2,0,0,1,5,24,10,31
6,5,5,5,5,5,5,0,1,5,7,5,6
4,6,37,6,6,7,1,0,1,10,2,30,29
5,6,5,5,5,5,4,0,0,5,6,5,5
5,5,47,9,3,11,1,0,1,9,1,43,26
7,7,25,9,6,8,4,0,1,7,19,75,27
7,2,12,9,4,6,5,0,1,4,29,82,14
8,7,48,15,3,10,1,0,0,1,36,37,5
1,5,32,15,6,12,0,0,1,11,22,40,24
4,7,15,8,4,2,1,0,0,10,39,92,16
4,3,61,7,0,4,3,0,0,5,39,6,12
3,0,61,15,3,13,1,0,0,99,20,1,31
6,5,4,5,5,5,5,0,0,4,6,1,5
7,5,16,13,2,0,5,0,1,9,0,46,16
3,3,12,9,2,6,3,0,0,5,30,64,13
8,0,33,3,4,5,0,0,0,11,2,0,34
7,6,6,6,6,5,0,0,0,6,8,7,6
3,2,12,10,2,6,4,0,1,4,32,49,13
6,5,5,5,4,5,5,0,1,5,5,5,5
2,0,8,12,0,9,5,0,0,0,29,77,10
1,5,33,15,5,12,1,0,1,11,22,40,24
5,7,15,8,4,2,1,0,0,8,39,91,15
6,5,6,5,4,5,5,0,1,5,6,5,5
8,6,11,1,3,5,3,0,0,2,27,99,12
8,4,1,14,3,3,4,0,0,17,37,2,19
7,6,6,6,6,7,1,0,0,6,8,6,6
5,2,17,13,2,13,2,0,1,10,9,31,100
5,5,31,10,6,1,2,0,0,14,10,39,22
1,99,40,14,4,4,1,0,1,20,0,47,99
5,2,22,9,2,2,2,0,0,22,3,16,8
9,7,26,9,6,8,4,0,1,7,18,77,27
6,100,5,4,5,4,5,0,0,27,23,89,6
9,7,26,10,6,8,4,0,1,7,18,75,27
6,6,47,8,4,11,1,0,1,9,1,45,26
3,0,61,15,4,13,2,0,1,99,21,2,30
5,2,17,11,4,13,2,0,0,10,9,32,100
1,5,33,15,5,13,1,0,1,11,22,40,25
6,5,38,12,0,13,3,0,0,5,43,9,7
8,7,7,7,1,7,4,0,1,7,9,7,7
6,5,4,5,5,6,5,0,1,5,6,0,5
7,4,56,13,0,11,5,0,0,9,12,3,2
5,4,31,10,6,1,2,0,0,14,9,40,23
3,2,12,9,2,4,5,0,1,4,30,49,13
7,5,16,4,0,1,1,0,0,9,13,95,18
5,7,11,15,3,6,3,0,0,10,15,17,32
5,7,25,13,1,13,5,0,0,7,37,60,26
8,2,23,11,3,5,5,0,1,2,30,96,23
5,0,34,11,1,8,1,0,0,2,39,3,9
5,6,46,10,3,11,1,0,0,9,1,45,26
2,5,33,15,5,12,0,0,1,10,22,40,25
5,2,17,13,5,12,3,0,1,10,9,32,100
9,2,42,11,2,13,0,0,0,5,11,44,0
5,3,18,13,4,13,2,0,1,10,9,32,99
6,3,0,11,1,0,3,0,0,11,11,97,2
5,3,0,11,2,0,2,0,0,11,22,99,1
4,7,15,9,3,2,2,0,0,8,39,92,16
6,7,5,5,5,4,5,0,0,5,6,5,5
7,5,5,5,5,5,4,0,0,5,6,5,5
7,100,44,1,5,10,5,0,1,13,10,43,13
4,6,39,7,6,7,1,0,1,10,2,32,29
1,3,35,5,2,1,5,0,0,10,2,41,3
5,2,0,11,1,0,3,0,0,11,11,96,1
6,2,14,13,3,13,5,0,1,14,14,13,14
8,0,32,3,5,5,1,0,0,11,2,1,34
5,0,34,13,0,8,1,0,0,3,39,2,10
3,4,10,14,1,7,5,0,0,18,6,20,39
6,100,5,4,4,3,5,0,1,27,25,91,6
3,1,22,7,0,4,3,0,1,6,14,64,23
5,3,0,11,1,0,2,0,0,11,12,98,2
8,2,23,11,3,5,5,0,1,2,28,95,24
9,1,42,10,1,13,0,0,0,5,11,45,1
6,100,5,4,6,3,5,0,1,27,24,90,8
6,100,4,4,6,2,5,0,0,27,23,88,5
5,3,1,10,1,0,3,0,0,11,12,97,2
9,6,38,9,5,1,4,0,0,4,39,9,6
3,6,31,10,6,1,2,0,0,14,10,41,23
5,1,22,7,0,4,3,0,1,6,13,63,21
4,5,31,10,6,1,2,0,0,14,10,39,23
5,3,61,7,0,5,3,0,0,6,39,5,14
7,5,30,13,5,3,4,0,1,10,9,52,31
4,7,16,8,4,2,2,0,0,8,39,92,15
5,6,47,9,4,9,1,0,1,9,1,45,26
1,0,29,9,4,3,4,0,0,15,9,59,29
4,3,61,7,0,5,3,0,0,5,38,6,13
5,5,5,4,5,5,5,0,0,5,6,5,5
3,1,12,8,2,6,4,0,1,5,30,49,13
4,6,39,5,6,7,1,0,1,10,2,29,29
4,6,5,14,3,8,2,0,1,6,9,17,25
9,6,74,13,5,9,3,0,1,9,39,68,10
9,7,7,6,0,7,5,0,0,7,10,7,7
3,1,3,13,0,10,2,0,1,11,11,26,9
6,4,38,12,0,12,3,0,1,5,43,9,8
5,3,2,11,2,0,3,0,0,11,12,97,1
5,2,17,13,4,13,2,0,1,10,8,30,100
8,6,26,8,5,8,4,0,1,7,18,75,27
8,6,16,13,3,0,5,0,1,9,0,45,17
6,5,4,5,5,5,4,0,1,5,6,2,5
4,3,61,7,0,4,3,0,0,7,39,6,14
5,2,22,9,2,2,2,0,0,21,2,16,8
5,2,17,14,4,12,3,0,1,10,9,32,100
7,4,50,15,4,11,4,0,0,8,9,75,23
6,6,4,6,5,5,5,0,0,5,6,5,5
7,6,56,10,2,5,3,0,1,13,0,5,36
6,100,5,4,5,3,3,0,1,27,25,90,6
8,4,1,14,3,3,4,0,0,18,37,3,19
4,3,59,7,0,5,2,0,0,5,39,6,14
9,7,37,9,5,1,3,0,0,4,39,9,5
5,2,22,9,1,2,3,0,0,22,3,15,9
6,6,15,13,2,0,5,0,1,9,0,47,17
1,5,32,15,6,12,0,0,0,12,22,40,25
3,3,12,10,3,6,2,0,0,4,30,64,13
6,4,38,12,0,13,4,0,1,5,43,9,7
2,2,12,9,2,6,4,0,1,4,31,48,13
7,3,38,15,6,2,5,0,1,12,27,75,39
5,1,0,12,1,0,3,0,0,11,12,97,1
6,2,13,13,4,13,5,0,1,14,15,14,14
4,3,60,7,0,4,2,0,0,5,39,6,14
4,5,31,10,6,1,2,0,0,15,9,40,24
5,3,0,11,0,0,3,0,0,13,27,22,39
7,7,48,15,2,10,1,0,0,1,35,38,5
5,4,9,14,5,2,4,0,1,0,43,59,10
9,7,8,7,0,7,5,0,0,7,8,7,7
4,6,39,6,6,7,1,0,1,10,0,30,30
6,2,13,13,3,12,5,0,1,15,15,13,14
5,3,18,0,4,9,5,0,1,8,13,9,28
4,5,39,5,6,7,1,0,1,10,2,29,29
3,2,13,9,2,6,4,0,1,5,30,50,13
4,5,39,6,6,7,1,0,1,10,2,30,30
3,0,61,15,2,13,1,0,1,99,20,0,30
7,7,42,14,3,1,1,0,1,5,4,48,0
6,7,11,15,2,6,2,0,0,10,14,17,32
8,7,26,9,6,8,5,0,1,7,18,74,27
9,100,34,9,0,12,5,0,0,20,14,85,34
2,5,33,15,6,12,0,0,1,11,22,41,26
7,7,8,8,0,7,5,0,0,7,9,7,7
6,7,14,8,4,2,1,0,0,8,39,92,16
1,6,33,15,6,11,0,0,1,11,22,40,26
1,0,28,9,4,3,4,0,0,15,11,58,29
6,4,5,3,5,5,5,0,0,5,6,5,5
6,6,5,5,5,5,5,0,1,6,6,5,5
4,5,31,10,6,2,2,0,0,14,10,38,23
5,2,18,14,4,13,2,0,1,10,9,33,100
7,6,6,5,6,5,0,0,1,6,7,6,6
7,6,6,7,6,6,1,0,0,6,8,6,6
8,4,50,15,4,12,4,0,0,8,10,75,23
5,1,18,12,4,13,2,0,1,10,9,32,100
5,5,30,10,6,1,3,0,0,14,10,40,23
5,7,11,15,3,6,2,0,0,10,15,17,32
9,6,8,14,0,2,0,0,0,1,3,81,10
1,5,32,15,6,11,1,0,1,11,22,40,25
6,5,42,15,3,3,2,0,0,0,39,16,2
7,6,16,13,2,0,5,0,0,9,0,46,16
1,7,46,10,0,8,2,0,0,10,12,22,26
7,7,7,7,0,7,5,0,0,7,9,7,8
1,0,28,9,4,3,4,0,0,15,9,58,29
8,4,51,15,4,12,4,0,0,8,9,75,24
3,4,10,14,3,6,5,0,0,18,6,20,39
8,6,17,13,2,0,5,0,1,9,0,45,17
9,100,34,9,0,12,5,0,0,20,14,84,35
5,3,0,11,1,0,4,0,0,10,22,99,1
8,6,7,7,0,7,5,0,0,7,9,7,6
2,1,8,12,4,9,3,0,1,0,43,84,10
5,3,1,11,1,0,3,0,0,10,22,99,1
6,2,13,13,4,13,5,0,1,14,14,13,13
7,7,48,15,2,10,2,0,1,0,36,38,5
5,2,22,1,6,10,1,0,0,6,13,94,23
7,3,55,12,0,11,5,0,0,9,11,3,2
1,5,14,3,0,13,3,0,1,7,37,50,15
1,5,33,14,6,12,0,0,1,11,23,40,24
7,7,26,9,5,8,4,0,1,7,18,75,28
3,3,14,9,2,5,1,0,0,4,30,64,13
5,1,17,13,5,13,2,0,1,10,8,32,100
5,2,18,0,4,10,4,0,1,8,13,10,28
5,4,9,14,5,2,4,0,1,1,43,59,11
3,1,3,14,0,11,1,0,1,11,11,25,9
5,2,23,1,5,10,1,0,0,6,14,96,24
4,6,39,5,6,7,1,0,1,10,2,31,28
1,1,44,8,5,9,3,0,0,11,1,90,5
1,5,33,15,5,12,0,0,1,11,21,40,26
6,100,17,8,2,7,2,0,1,9,1,61,17
4,7,4,14,3,8,2,0,0,6,8,17,25
6,2,13,13,3,13,5,0,1,13,14,14,13
8,5,2,0,3,1,0,0,0,5,24,10,30
8,7,6,7,0,7,4,0,0,7,10,7,7
5,0,34,12,1,7,1,0,0,3,38,2,10
9,0,33,3,4,5,2,0,0,11,2,1,32
3,3,12,9,2,6,1,0,0,3,30,62,13
6,5,5,5,5,4,5,0,0,5,6,3,5
9,7,37,9,5,0,3,0,0,4,39,9,6
7,6,17,13,2,0,5,0,1,9,0,46,15
3,2,12,9,2,7,2,0,1,4,30,49,13
9,5,73,13,5,8,3,0,1,9,39,68,10
3,0,61,15,2,13,2,0,1,99,20,2,30
7,6,7,6,5,6,0,0,1,6,8,6,6
4,6,46,10,3,11,1,0,1,9,1,45,26
5,0,34,12,1,9,1,0,1,2,39,2,11
1,5,33,15,6,12,0,0,1,11,24,40,24
4,7,15,7,4,2,2,0,0,8,39,92,16
5,5,6,5,5,4,5,0,0,5,6,5,5
1,5,7,9,4,12,1,0,0,25,21,14,35
6,6,5,6,5,5,5,0,0,5,6,6,5
4,7,16,8,3,2,1,0,0,8,39,91,16
8,0,32,3,4,5,3,0,0,11,2,0,34
6,3,38,15,5,1,5,0,1,13,27,77,39
8,5,2,3,4,2,0,0,1,5,24,10,30
6,6,16,13,2,0,5,0,1,8,0,46,17
5,2,22,1,5,10,1,0,0,6,13,95,21
5,2,17,15,4,12,2,0,1,10,9,32,100
1,5,34,15,5,12,1,0,1,11,22,40,25
4,6,38,6,6,7,1,0,1,10,2,29,30
5,1,17,13,4,13,3,0,1,10,9,33,100
6,6,5,5,5,5,5,0,0,6,6,5,5
1,2,35,5,2,1,5,0,0,10,3,42,2
5,3,0,11,2,0,4,0,0,13,28,23,38
3,1,12,9,2,6,4,0,1,4,30,50,13
6,3,43,3,2,4,3,0,0,1,43,16,4
7,3,2,0,4,2,0,0,1,5,24,10,30
6,100,5,4,6,3,5,0,0,27,22,88,7
6,3,37,15,6,2,5,0,1,13,26,76,38
5,2,17,14,4,13,2,0,1,10,8,32,100
6,2,13,13,2,13,5,0,1,14,16,13,14
8,6,16,13,1,0,5,0,0,9,0,46,17
1,1,44,8,5,9,3,0,0,11,0,92,4
8,3,1,14,3,3,5,0,0,18,37,2,19
8,6,26,9,6,8,3,0,1,7,18,75,26
7,7,26,9,5,8,5,0,1,7,18,75,27
5,7,15,7,4,2,1,0,0,7,39,92,16
