2,4,0,2,89,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
2,5,0,2,120,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
2,5,0,2,119,5,2,4,0,1,4,1,2,1,1,4,2,1,2,2
1,4,3,1,98,3,1,4,0,2,1,2,7,2,2,4,1,1,1,1
2,21,3,4,17,1,3,3,0,3,3,1,3,2,1,3,2,2,2,2
1,11,1,9,44,4,3,1,0,2,2,1,4,1,3,4,4,2,2,1
1,10,4,8,118,1,1,4,0,3,2,2,1,1,3,3,4,2,1,1
2,13,0,0,158,5,2,1,0,1,4,1,1,2,3,1,2,1,1,2
2,5,0,2,125,5,2,4,0,1,4,1,4,1,1,4,2,1,2,2
1,53,4,0,184,1,4,1,0,1,3,1,4,1,3,2,1,1,1,2
1,54,4,0,184,1,4,1,0,1,4,1,4,1,3,2,1,1,1,2
2,39,1,0,59,2,3,1,0,2,3,3,2,2,2,2,3,1,2,2
2,10,0,8,40,2,4,2,0,1,2,2,1,3,3,1,4,1,1,2
2,18,4,8,107,1,1,2,0,1,1,1,4,3,1,4,1,1,2,2
1,40,0,0,20,2,4,2,0,3,3,4,2,1,3,4,2,1,1,2
1,11,1,9,44,3,3,1,0,2,2,1,5,1,3,4,4,2,2,1
2,5,1,2,125,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
1,20,2,4,25,1,1,2,0,3,1,4,6,2,3,1,3,1,2,1
2,22,3,3,17,1,3,3,0,3,3,1,3,2,1,3,2,2,2,2
2,5,0,2,89,4,2,4,0,1,4,1,3,1,1,4,2,1,2,2
2,16,0,6,84,3,3,4,0,2,1,1,7,1,2,4,3,1,1,2
2,60,3,10,49,1,5,4,0,3,1,3,4,1,3,3,1,2,2,2
2,12,0,10,74,1,5,4,0,2,2,1,3,1,1,1,2,1,1,2
2,47,3,6,95,1,2,3,0,2,1,1,2,2,3,2,3,2,1,2
2,15,3,2,53,1,2,3,0,3,3,2,4,3,3,1,2,1,2,2
2,23,3,5,17,1,3,3,0,3,3,1,3,2,1,2,2,2,2,2
1,54,4,0,183,1,4,1,0,1,3,1,4,1,3,2,1,1,1,2
3,15,2,10,46,2,1,1,0,3,4,1,5,3,3,2,3,2,2,2
2,5,0,2,156,5,2,4,0,1,4,1,3,1,1,4,2,1,1,2
2,60,3,10,63,2,3,3,0,1,3,2,2,1,1,4,3,1,2,2
2,15,3,2,53,1,2,3,0,3,3,2,3,3,3,2,2,1,2,2
1,54,3,0,184,1,4,1,0,1,3,1,4,1,3,2,1,1,1,2
2,39,1,0,59,2,3,1,0,3,3,3,2,2,2,2,3,1,1,2
2,22,3,4,17,1,2,3,0,3,3,1,3,2,1,2,2,2,2,2
2,26,4,10,117,3,2,4,0,3,2,2,2,1,2,1,1,1,1,2
2,21,3,5,17,1,3,3,0,3,3,1,3,2,1,2,2,2,2,2
2,12,0,10,75,1,5,4,0,2,2,1,4,1,1,1,2,1,1,2
2,24,3,4,17,1,3,3,0,3,3,1,3,2,1,2,2,2,2,2
1,10,4,8,118,1,1,4,0,3,2,2,1,1,3,1,4,2,1,1
2,5,0,2,104,5,2,4,0,1,4,1,2,1,1,4,2,1,2,2
2,5,0,2,109,5,2,4,0,1,4,1,3,1,1,4,3,1,2,2
1,11,1,9,44,3,3,1,0,3,2,1,4,1,3,4,4,2,2,1
2,5,0,2,115,4,2,4,0,1,4,1,3,1,1,4,2,1,2,2
2,13,1,0,65,1,3,2,0,2,2,1,7,1,2,3,4,2,1,2
3,15,2,10,46,2,1,2,0,3,4,2,5,3,3,2,3,2,2,2
2,40,2,1,81,3,2,4,0,3,3,1,1,2,1,2,1,2,2,2
2,27,2,2,64,2,4,1,0,1,2,2,5,1,3,4,3,2,2,2
2,5,0,2,123,5,1,4,0,1,4,1,3,1,1,4,2,1,2,2
2,14,0,10,68,2,5,4,0,1,1,2,3,2,2,2,4,1,1,2
2,5,0,2,84,5,2,4,0,1,4,1,4,1,1,4,2,1,2,2
