3,66,3,2,60,4,1,4,1,2,2,0,3,2,1,4,1,2,1,0
1,69,0,2,64,0,3,1,1,0,2,0,6,0,0,3,3,1,1,1
3,59,0,0,61,3,0,4,1,1,2,1,5,1,1,2,0,1,0,1
1,63,0,3,50,0,2,2,1,2,1,0,4,2,0,1,0,1,0,1
3,63,1,2,63,4,0,4,1,0,4,1,7,0,2,1,1,2,0,1
0,61,4,10,46,0,4,3,0,0,3,2,6,0,2,4,0,1,1,1
2,64,0,10,45,3,2,1,0,2,1,3,7,1,0,4,3,1,1,1
1,70,0,5,64,0,0,3,1,2,2,1,6,0,2,1,1,2,1,1
3,68,3,6,50,4,2,2,0,1,4,0,3,2,0,1,2,2,1,0
3,68,1,4,64,4,2,1,0,1,3,3,6,0,1,4,2,2,1,1
3,72,1,3,58,0,2,4,0,1,2,0,6,0,2,1,1,1,1,1
2,63,1,4,59,4,3,4,0,1,4,3,3,1,0,3,3,1,1,1
3,65,0,7,55,1,1,2,1,2,2,1,1,0,1,1,1,1,1,1
3,59,1,2,62,3,2,3,1,0,2,1,4,1,0,2,1,2,0,1
0,67,1,6,60,3,1,3,1,1,4,0,5,2,0,2,3,2,0,1
0,68,4,9,49,0,2,4,1,2,1,1,7,0,1,3,0,2,1,1
1,68,2,9,61,2,0,1,1,1,4,1,2,1,2,4,0,1,1,1
2,67,0,1,57,4,2,2,0,1,4,1,7,1,2,4,3,1,0,1
2,48,2,6,40,1,4,1,1,1,1,0,1,1,2,4,1,1,1,0
3,62,4,2,62,4,1,3,1,0,2,2,2,0,2,1,0,2,0,1
2,71,4,1,56,2,2,1,0,0,1,3,5,0,0,1,0,1,1,1
1,66,1,0,48,3,1,3,0,1,3,0,7,2,2,1,0,1,0,1
3,66,1,0,54,1,4,3,1,2,1,0,3,1,1,3,2,1,0,1
2,65,3,9,55,4,1,1,1,0,2,2,3,1,2,3,0,2,1,1
3,59,1,3,45,3,2,3,1,1,1,3,6,2,2,3,2,2,1,1
2,67,1,2,64,3,0,1,0,1,1,0,6,0,2,4,1,1,0,1
2,68,2,4,63,1,3,2,0,0,3,2,6,1,2,4,1,2,1,1
0,67,4,1,52,3,1,1,1,0,1,1,5,0,2,4,2,1,1,1
1,63,3,1,54,1,1,2,0,1,4,0,7,1,0,4,1,1,1,0
0,52,2,1,57,1,0,3,0,0,2,1,1,2,1,3,3,1,0,1
1,55,0,9,49,2,0,1,1,2,4,3,6,2,0,3,2,2,0,1
3,63,0,10,61,4,2,3,1,2,1,3,2,2,2,2,3,2,0,1
1,63,2,8,55,4,4,2,1,2,2,2,6,2,0,2,0,2,0,0
3,65,0,9,53,4,4,4,0,2,1,2,7,2,1,3,1,2,0,1
2,70,2,0,57,4,1,3,1,2,4,3,5,0,1,3,3,1,1,1
2,65,4,6,62,2,3,2,0,0,1,3,4,2,2,2,3,1,0,0
3,67,3,9,64,0,2,2,0,0,3,1,3,1,1,3,3,2,0,1
2,70,2,3,62,3,2,1,0,0,4,3,5,1,2,4,3,1,1,1
2,68,1,6,64,4,3,1,1,2,3,3,1,0,2,4,0,1,1,1
2,58,1,9,56,3,1,2,0,0,2,0,5,1,0,4,2,1,0,1
3,67,4,5,48,4,2,4,0,0,2,3,7,1,1,2,0,1,1,1
1,65,0,10,59,2,1,4,1,1,1,1,3,2,2,1,0,1,1,1
3,65,1,3,58,0,1,2,0,1,2,0,5,0,2,3,0,2,1,1
2,63,2,6,62,4,4,2,1,1,3,2,3,1,0,2,3,1,0,0
1,60,0,4,52,4,3,3,1,0,1,0,5,1,1,2,0,1,1,1
2,60,1,3,60,3,2,3,0,0,2,3,7,2,1,3,1,1,0,1
3,65,3,7,54,3,0,4,0,2,2,0,1,0,2,1,1,2,0,1
3,58,1,4,55,0,3,4,1,2,2,2,4,2,1,3,0,2,0,1
0,66,1,10,61,4,0,2,1,1,4,2,5,2,1,3,0,1,0,1
3,70,2,7,59,2,2,3,1,0,3,1,6,2,2,1,1,2,0,1
