5,5,68,11,1,9,3,2,0,20,3,22,30,1
5,5,68,11,1,9,3,2,1,20,3,22,30,0
1,1,21,14,4,2,1,3,0,12,40,46,5,0
1,1,21,14,4,2,1,3,1,12,40,46,5,1
8,3,4,2,6,5,5,0,0,6,26,96,10,0
8,3,4,2,6,5,5,0,1,6,26,96,10,1
2,3,57,11,5,1,1,4,0,12,18,54,2,1
2,3,57,11,5,1,1,4,1,12,18,54,2,0
5,5,71,0,5,5,4,0,0,20,2,19,15,0
5,5,71,0,5,5,4,0,1,20,2,19,15,1
6,6,59,1,6,6,5,0,0,0,23,71,36,1
6,6,59,1,6,6,5,0,1,0,23,71,36,0
7,5,64,6,3,8,5,4,0,5,5,56,32,1
7,5,64,6,3,8,5,4,1,5,5,56,32,0
5,2,56,14,6,4,4,0,0,5,24,56,14,1
5,2,56,14,6,4,4,0,1,5,24,56,14,0
9,4,52,12,3,5,3,2,0,0,20,59,0,1
9,4,52,12,3,5,3,2,1,0,20,59,0,0
9,1,37,13,6,5,3,2,0,3,15,73,25,0
9,1,37,13,6,5,3,2,1,3,15,73,25,1
7,5,47,11,1,5,3,0,0,10,40,3,1,0
7,5,47,11,1,5,3,0,1,10,40,3,1,1
2,6,28,4,0,9,3,4,0,7,28,17,5,0
2,6,28,4,0,9,3,4,1,7,28,17,5,1
2,5,70,9,2,3,5,4,0,20,14,3,4,0
2,5,70,9,2,3,5,4,1,20,14,3,4,1
2,2,59,11,0,11,3,1,0,8,18,14,3,1
2,2,59,11,0,11,3,1,1,8,18,14,3,0
3,4,33,14,1,10,2,2,0,11,16,13,1,0
3,4,33,14,1,10,2,2,1,11,16,13,1,1
7,1,25,13,6,1,5,0,0,3,36,85,19,0
7,1,25,13,6,1,5,0,1,3,36,85,19,1
7,3,55,12,4,4,5,0,0,2,5,63,37,0
7,3,55,12,4,4,5,0,1,2,5,63,37,1
9,6,67,15,3,9,0,1,0,2,16,51,23,1
9,6,67,15,3,9,0,1,1,2,16,51,23,0
4,1,58,15,2,11,4,3,0,2,14,70,22,1
4,1,58,15,2,11,4,3,1,2,14,70,22,0
6,0,62,0,4,8,3,0,0,1,17,48,24,1
6,0,62,0,4,8,3,0,1,1,17,48,24,0
9,2,50,2,6,7,1,2,0,0,10,65,24,1
9,2,50,2,6,7,1,2,1,0,10,65,24,0
6,6,7,8,5,7,5,0,0,4,7,49,2,1
6,6,7,8,5,7,5,0,1,4,7,49,2,0
9,0,27,6,0,10,4,0,0,5,1,73,17,1
9,0,27,6,0,10,4,0,1,5,1,73,17,0
9,1,44,12,5,10,1,1,0,3,5,48,39,1
9,1,44,12,5,10,1,1,1,3,5,48,39,0
6,4,20,15,1,9,0,4,0,8,32,11,1,1
6,4,20,15,1,9,0,4,1,8,32,11,1,0
6,4,11,9,2,7,3,0,0,10,35,11,1,1
6,4,11,9,2,7,3,0,1,10,35,11,1,0
5,6,66,7,4,4,4,0,0,5,14,74,0,1
5,6,66,7,4,4,4,0,1,5,14,74,0,0
9,5,73,6,1,10,0,4,0,5,11,51,25,0
9,5,73,6,1,10,0,4,1,5,11,51,25,1
9,0,64,8,0,9,0,4,0,5,1,62,37,0
9,0,64,8,0,9,0,4,1,5,1,62,37,1
8,5,66,9,4,11,5,3,0,4,16,52,33,0
8,5,66,9,4,11,5,3,1,4,16,52,33,1
6,4,14,0,1,5,0,2,0,0,10,46,5,1
6,4,14,0,1,5,0,2,1,0,10,46,5,0
9,4,34,4,2,12,4,0,0,0,3,49,33,1
9,4,34,4,2,12,4,0,1,0,3,49,33,0
7,3,30,9,6,9,0,1,0,2,4,48,13,1
7,3,30,9,6,9,0,1,1,2,4,48,13,0
6,6,47,13,3,2,0,0,0,1,7,59,4,0
6,6,47,13,3,2,0,0,1,1,7,59,4,1
9,6,10,15,0,10,1,3,0,1,27,46,15,1
9,6,10,15,0,10,1,3,1,1,27,46,15,0
9,0,58,11,2,10,3,0,0,6,6,19,1,0
9,0,58,11,2,10,3,0,1,6,6,19,1,1
3,2,73,15,0,12,3,3,0,2,6,72,4,0
3,2,73,15,0,12,3,3,1,2,6,72,4,1
3,0,68,3,4,12,0,1,0,8,6,68,26,0
3,0,68,3,4,12,0,1,1,8,6,68,26,1
4,2,66,15,0,12,1,4,0,14,6,60,38,1
4,2,66,15,0,12,1,4,1,14,6,60,38,0
1,6,28,15,2,11,4,2,0,0,31,72,34,0
1,6,28,15,2,11,4,2,1,0,31,72,34,1
9,5,67,1,0,10,4,1,0,9,41,8,1,1
9,5,67,1,0,10,4,1,1,9,41,8,1,0
6,4,0,15,6,4,1,3,0,30,22,17,32,0
6,4,0,15,6,4,1,3,1,30,22,17,32,1
7,0,11,4,0,12,4,1,0,4,10,41,3,1
7,0,11,4,0,12,4,1,1,4,10,41,3,0
4,1,19,11,2,0,0,0,0,4,10,78,6,0
4,1,19,11,2,0,0,0,1,4,10,78,6,1
4,6,8,12,6,1,4,1,0,4,13,98,11,0
4,6,8,12,6,1,4,1,1,4,13,98,11,1
7,1,56,8,1,8,3,1,0,0,11,62,31,0
7,1,56,8,1,8,3,1,1,0,11,62,31,1
6,0,43,10,0,12,4,4,0,3,11,66,20,0
6,0,43,10,0,12,4,4,1,3,11,66,20,1
4,4,65,9,6,8,4,0,0,3,12,66,19,0
4,4,65,9,6,8,4,0,1,3,12,66,19,1
5,2,70,10,2,9,4,0,0,3,12,63,40,0
5,2,70,10,2,9,4,0,1,3,12,63,40,1
2,1,21,14,6,2,3,1,0,4,39,67,5,1
2,1,21,14,6,2,3,1,1,4,39,67,5,0
4,5,42,11,6,6,5,3,0,2,10,66,29,1
4,5,42,11,6,6,5,3,1,2,10,66,29,0
5,6,74,8,4,4,2,3,0,12,7,65,11,1
5,6,74,8,4,4,2,3,1,12,7,65,11,0
2,3,59,5,0,3,5,2,0,6,20,14,11,0
