5,4,12,12,6,9,4,2,0,18,20,6,32,0
5,4,12,12,6,9,4,2,1,18,20,6,32,1
7,3,2,8,6,6,1,2,0,14,12,17,10,0
7,3,2,8,6,6,1,2,1,14,12,17,10,1
2,1,70,14,3,12,2,0,0,3,11,96,14,0
2,1,70,14,3,12,2,0,1,3,11,96,14,1
1,2,17,6,5,6,5,3,0,13,24,55,7,0
1,2,17,6,5,6,5,3,1,13,24,55,7,1
2,6,19,6,6,7,2,3,0,14,41,1,28,0
2,6,19,6,6,7,2,3,1,14,41,1,28,1
1,1,9,11,4,6,2,3,0,17,18,1,26,0
1,1,9,11,4,6,2,3,1,17,18,1,26,1
7,5,66,7,4,13,2,0,0,5,12,35,8,0
7,5,66,7,4,13,2,0,1,5,12,35,8,1
4,2,29,11,4,6,4,2,0,12,1,55,10,0
4,2,29,11,4,6,4,2,1,12,1,55,10,1
2,2,3,7,4,11,4,0,0,9,24,57,8,0
2,2,3,7,4,11,4,0,1,9,24,57,8,1
7,3,22,7,4,1,2,1,0,9,5,39,34,1
7,3,22,7,4,1,2,1,1,9,5,39,34,0
3,4,69,13,6,1,0,2,0,9,13,55,6,0
3,4,69,13,6,1,0,2,1,9,13,55,6,1
2,1,11,12,5,12,3,1,0,11,27,57,16,0
2,1,11,12,5,12,3,1,1,11,27,57,16,1
4,1,9,6,6,9,5,0,0,14,19,58,5,0
4,1,9,6,6,9,5,0,1,14,19,58,5,1
2,5,4,14,0,11,5,2,0,7,12,16,9,0
2,5,4,14,0,11,5,2,1,7,12,16,9,1
6,1,14,12,3,2,4,4,0,3,21,70,0,1
6,1,14,12,3,2,4,4,1,3,21,70,0,0
1,6,39,14,2,8,3,4,0,0,28,76,8,0
1,6,39,14,2,8,3,4,1,0,28,76,8,1
9,0,46,15,1,4,4,2,0,2,20,14,29,0
9,0,46,15,1,4,4,2,1,2,20,14,29,1
3,3,3,0,4,2,3,0,0,12,25,6,31,0
3,3,3,0,4,2,3,0,1,12,25,6,31,1
6,3,27,3,3,0,5,3,0,2,24,52,0,0
6,3,27,3,3,0,5,3,1,2,24,52,0,1
4,3,26,13,3,5,5,3,0,5,21,56,0,0
4,3,26,13,3,5,5,3,1,5,21,56,0,1
4,1,48,3,3,13,0,4,0,7,16,22,1,0
4,1,48,3,3,13,0,4,1,7,16,22,1,1
8,1,42,11,3,10,1,4,0,0,24,71,30,0
8,1,42,11,3,10,1,4,1,0,24,71,30,1
3,6,0,10,3,3,2,3,0,3,16,78,5,0
3,6,0,10,3,3,2,3,1,3,16,78,5,1
8,0,49,12,3,3,3,4,0,2,14,60,5,0
8,0,49,12,3,3,3,4,1,2,14,60,5,1
5,2,19,10,3,10,4,1,0,1,30,81,23,0
5,2,19,10,3,10,4,1,1,1,30,81,23,1
2,4,37,11,3,2,0,0,0,1,25,64,27,0
2,4,37,11,3,2,0,0,1,1,25,64,27,1
1,1,26,0,5,12,2,1,0,12,14,63,10,1
1,1,26,0,5,12,2,1,1,12,14,63,10,0
4,0,59,12,5,10,3,4,0,12,7,64,6,0
4,0,59,12,5,10,3,4,1,12,7,64,6,1
7,2,56,13,5,12,1,4,0,12,11,17,13,0
7,2,56,13,5,12,1,4,1,12,11,17,13,1
6,4,11,8,4,6,5,0,0,10,32,6,37,0
6,4,11,8,4,6,5,0,1,10,32,6,37,1
3,5,57,6,6,2,4,0,0,8,27,54,4,0
3,5,57,6,6,2,4,0,1,8,27,54,4,1
1,4,15,12,4,6,5,0,0,8,36,43,4,0
1,4,15,12,4,6,5,0,1,8,36,43,4,1
3,4,47,8,6,11,0,2,0,9,39,29,24,0
3,4,47,8,6,11,0,2,1,9,39,29,24,1
5,2,45,2,5,11,4,3,0,8,34,39,13,0
5,2,45,2,5,11,4,3,1,8,34,39,13,1
5,0,40,11,5,9,5,1,0,10,33,36,22,0
5,0,40,11,5,9,5,1,1,10,33,36,22,1
3,6,16,3,5,12,5,2,0,12,29,21,1,0
3,6,16,3,5,12,5,2,1,12,29,21,1,1
1,2,47,2,5,9,5,1,0,11,33,42,21,0
1,2,47,2,5,9,5,1,1,11,33,42,21,1
3,0,63,6,4,11,5,1,0,11,34,22,34,0
3,0,63,6,4,11,5,1,1,11,34,22,34,1
5,2,4,8,5,7,5,3,0,13,40,11,30,1
5,2,4,8,5,7,5,3,1,13,40,11,30,0
3,1,32,9,4,13,2,0,0,9,14,49,8,0
3,1,32,9,4,13,2,0,1,9,14,49,8,1
3,1,12,4,5,10,2,1,0,15,7,45,21,0
3,1,12,4,5,10,2,1,1,15,7,45,21,1
3,0,3,0,4,9,3,0,0,13,6,50,18,0
3,0,3,0,4,9,3,0,1,13,6,50,18,1
2,5,27,3,5,10,4,4,0,8,32,56,2,1
2,5,27,3,5,10,4,4,1,8,32,56,2,0
3,0,43,8,5,12,3,3,0,8,37,50,5,0
3,0,43,8,5,12,3,3,1,8,37,50,5,1
3,4,2,8,6,12,3,2,0,12,41,24,11,0
3,4,2,8,6,12,3,2,1,12,41,24,11,1
2,2,18,13,5,7,2,3,0,9,29,75,32,0
2,2,18,13,5,7,2,3,1,9,29,75,32,1
5,6,63,7,6,8,3,0,0,10,15,64,40,0
5,6,63,7,6,8,3,0,1,10,15,64,40,1
5,1,3,8,5,0,5,4,0,14,23,21,13,0
5,1,3,8,5,0,5,4,1,14,23,21,13,1
3,1,3,11,5,4,4,3,0,14,25,40,31,0
3,1,3,11,5,4,4,3,1,14,25,40,31,1
7,5,38,6,6,10,0,1,0,10,20,10,0,1
7,5,38,6,6,10,0,1,1,10,20,10,0,0
3,0,4,10,5,1,1,2,0,11,19,44,9,0
3,0,4,10,5,1,1,2,1,11,19,44,9,1
2,0,38,8,5,10,2,2,0,12,18,58,32,0
2,0,38,8,5,10,2,2,1,12,18,58,32,1
