3,2,0,0,0,107,1,1,0,27,10,99,48,0,0,3
6,4,0,0,0,128,0,1,0,10,7,88,3,1,0,2
1,11,1,3,0,116,1,1,2,14,0,87,63,0,0,2
1,3,1,0,0,161,0,1,0,30,0,90,63,1,0,1
1,1,2,0,0,113,1,1,0,17,6,82,49,1,1,2
5,11,1,3,0,38,0,1,2,5,4,77,2,1,0,0
6,2,2,1,1,4,1,0,1,17,9,50,11,1,0,3
1,4,0,1,1,159,1,0,1,31,1,88,14,1,1,0
8,3,1,0,0,135,1,0,1,28,0,86,4,0,0,0
8,3,0,2,1,126,1,1,0,28,6,89,20,0,1,0
2,9,1,3,1,-4,1,0,0,28,0,86,31,0,0,0
3,9,2,2,0,36,0,0,0,20,9,94,33,0,0,0
3,1,1,0,0,126,0,0,1,11,1,69,39,0,0,1
9,11,0,0,1,-11,0,1,0,28,9,97,10,0,1,2
2,8,1,3,1,147,1,0,2,21,0,81,57,0,0,0
1,4,1,2,1,17,1,1,1,5,7,84,4,1,0,0
1,9,2,0,1,134,1,0,1,6,0,89,60,0,0,2
4,10,1,2,1,18,1,0,2,28,11,73,45,1,1,1
4,5,2,3,1,113,1,1,2,14,11,65,29,0,0,2
8,11,0,1,1,-18,1,0,2,28,4,99,14,1,1,2
5,8,1,3,0,85,0,0,0,8,0,72,3,1,1,0
3,9,0,1,1,104,0,0,1,30,1,73,52,0,0,0
1,4,2,2,0,55,0,0,0,3,0,89,57,1,0,1
3,10,0,0,1,21,0,0,1,10,10,91,5,0,0,1
1,9,1,0,1,84,0,0,2,10,1,79,46,1,0,0
3,2,0,3,0,66,0,1,0,21,10,75,57,0,0,3
2,6,0,2,0,102,1,1,1,13,10,71,35,1,0,1
3,3,1,2,1,39,1,1,0,31,6,96,55,0,1,0
1,6,1,2,0,-12,1,1,0,7,1,81,14,0,0,1
4,1,0,3,0,45,0,0,0,22,9,97,61,1,0,2
1,7,1,1,0,121,0,1,0,3,2,88,1,1,0,3
1,11,0,1,0,147,1,0,1,31,0,95,62,1,0,2
2,10,0,1,1,115,0,1,1,27,4,78,3,0,0,1
3,11,2,1,0,-20,1,1,2,21,6,83,9,1,1,2
2,5,2,3,1,111,0,1,0,20,10,54,23,0,1,3
2,6,1,1,0,-4,0,1,0,23,3,71,60,0,1,0
2,11,1,0,0,14,1,0,2,28,8,82,38,0,1,3
2,10,1,1,0,30,1,1,0,3,6,89,55,1,0,3
1,11,0,0,1,124,1,0,0,29,4,98,61,1,1,3
6,0,0,1,1,130,0,0,0,10,8,97,6,0,1,3
8,7,2,3,1,14,1,1,1,6,4,83,40,1,0,1
1,0,2,0,0,107,0,1,0,5,11,99,33,1,1,0
5,11,2,2,0,34,0,1,0,9,3,99,62,1,0,1
1,6,0,1,1,129,1,1,2,23,1,86,62,0,0,1
4,6,2,0,1,67,1,0,0,9,6,99,30,1,0,2
2,9,1,3,0,54,1,0,0,22,11,94,59,0,1,0
1,5,2,3,0,88,1,1,0,25,0,79,52,1,1,0
3,9,0,3,1,114,1,0,1,2,1,70,62,0,0,2
1,10,1,3,0,65,0,0,0,17,8,84,7,1,0,1
1,8,2,3,1,146,0,0,1,16,2,68,32,1,0,2
7,8,1,2,1,28,0,0,0,25,0,99,32,0,0,0
1,10,2,2,1,-3,1,1,0,31,4,75,44,1,0,1
9,2,2,0,0,125,1,1,0,22,7,87,8,1,1,3
6,8,1,0,1,172,0,1,2,29,0,87,2,1,0,0
2,2,1,2,0,9,1,0,2,26,10,89,61,0,0,0
3,3,2,0,1,13,0,0,2,18,2,89,2,1,1,1
3,1,0,1,0,85,1,0,2,2,3,87,52,1,0,0
2,4,0,3,0,155,1,1,2,3,0,84,16,1,0,2
2,5,0,0,1,-2,1,0,0,9,3,99,1,1,0,1
5,11,1,1,1,25,1,0,1,9,10,78,4,1,0,1
1,9,0,2,1,125,1,1,2,9,9,60,14,1,1,0
9,5,2,1,1,-20,0,1,0,28,8,80,18,0,0,3
1,3,2,3,0,67,1,0,2,30,2,87,62,0,0,0
8,5,0,3,1,27,1,0,0,30,3,91,63,1,1,1
5,2,2,1,0,-14,1,0,0,9,8,52,33,1,0,3
1,2,1,3,0,80,1,0,0,18,7,83,54,0,1,0
4,2,2,2,1,173,1,0,2,19,3,94,8,0,1,1
4,7,2,2,0,166,1,0,1,10,0,87,36,1,0,2
4,6,1,3,1,82,1,1,0,16,4,93,63,1,0,1
9,1,0,3,1,132,1,1,2,9,10,78,7,1,0,1
1,6,2,0,0,-6,0,0,0,3,1,93,36,0,0,2
1,2,0,0,0,25,0,0,2,2,1,69,37,0,0,2
1,10,1,1,1,39,0,1,0,14,11,71,3,1,0,3
3,4,1,2,0,67,0,0,0,2,11,99,26,1,0,2
2,1,2,3,0,64,0,0,2,12,11,45,59,0,1,0
4,3,2,1,0,163,1,0,0,28,6,85,16,0,1,1
4,7,1,2,1,120,1,0,0,17,5,89,62,0,0,3
2,5,2,0,1,-14,1,1,0,21,1,83,21,0,0,1
1,11,2,1,0,7,1,1,0,24,5,99,28,1,0,1
1,11,1,1,0,-16,1,0,0,19,3,89,18,1,1,0
3,11,1,2,0,167,1,0,2,11,3,97,38,1,0,0
5,4,2,3,0,36,0,0,2,10,1,44,5,1,0,2
1,11,0,3,1,81,0,0,1,17,0,75,37,1,0,2
1,2,2,1,1,94,1,1,1,2,10,54,4,1,1,0
7,11,2,3,0,57,0,1,0,27,0,86,53,1,1,0
1,9,1,2,1,49,1,0,0,21,0,92,57,0,0,0
5,9,1,1,1,12,0,1,2,5,8,70,32,1,0,2
2,9,1,0,1,84,1,1,0,9,1,92,22,1,1,0
1,9,2,2,0,70,0,0,0,6,6,91,15,1,1,0
1,6,1,3,1,141,1,0,1,3,1,77,39,1,0,2
1,9,1,1,0,142,1,0,0,27,8,89,44,0,1,1
1,9,0,0,0,172,0,0,0,30,2,82,27,0,0,0
1,8,1,3,0,179,0,1,0,23,3,96,51,1,1,1
1,5,0,3,0,28,0,0,1,25,4,98,22,1,1,1
1,2,0,0,1,15,0,1,0,17,4,71,1,1,1,3
3,4,2,0,0,149,0,1,1,14,0,85,2,0,0,1
1,8,1,2,1,140,1,1,0,11,8,94,55,1,0,1
5,10,1,2,1,158,0,0,0,28,9,92,13,1,1,1
4,7,1,1,0,7,0,0,1,4,11,52,59,0,0,1
1,6,0,3,1,67,1,0,1,3,0,87,54,0,0,1
4,9,1,0,1,154,0,1,2,31,3,64,50,0,0,2
1,7,0,0,1,126,1,1,0,28,11,87,25,0,0,0
1,7,0,3,1,114,0,0,0,29,2,93,49,0,0,0
2,5,0,2,1,69,0,0,2,11,0,60,34,0,0,1
1,8,1,2,1,12,0,1,0,5,6,89,32,1,1,1
4,0,0,3,0,92,0,1,2,2,10,84,38,1,0,1
1,4,1,0,0,123,1,1,2,17,8,74,34,0,0,3
3,0,2,2,1,21,1,0,0,1,4,81,41,0,0,0
1,8,2,2,0,35,0,0,0,29,1,76,13,0,0,0
7,6,1,2,0,153,1,1,0,11,6,87,51,1,0,2
1,10,2,2,1,70,0,0,1,24,0,89,62,1,0,1
8,7,2,2,0,11,0,0,2,24,9,57,11,1,1,0
1,9,2,0,1,23,1,1,0,31,1,91,15,1,0,1
6,8,1,0,0,67,1,1,0,31,8,71,40,0,0,2
3,10,1,0,0,20,1,0,0,11,2,92,16,1,0,1
1,10,2,0,1,94,1,0,1,14,0,99,45,1,0,1
1,9,1,3,0,49,1,0,1,23,1,89,59,1,1,0
5,1,2,3,1,18,0,1,1,25,10,71,13,0,1,2
1,2,1,3,1,76,0,1,0,19,4,99,61,0,0,2
2,8,1,3,0,135,0,1,2,27,7,97,52,1,0,1
1,3,0,1,0,-9,0,1,0,7,5,80,8,1,1,3
1,11,1,1,0,78,1,0,2,1,0,91,5,1,1,1
2,2,1,0,1,17,1,0,1,27,0,88,33,1,0,2
1,5,0,3,1,45,0,1,0,23,2,83,49,0,0,1
1,10,1,3,0,179,1,0,0,21,9,85,8,1,1,1
9,1,0,1,0,-18,1,1,1,4,9,96,46,1,0,0
1,8,2,2,0,127,1,1,0,26,2,93,34,1,1,1
9,0,1,3,0,101,1,0,0,9,11,90,60,1,1,0
9,7,2,1,0,80,1,0,1,22,4,83,15,0,0,0
6,10,0,0,1,133,1,1,2,26,2,89,39,1,0,0
1,3,1,2,1,-4,0,1,0,19,1,91,13,0,1,2
4,4,1,3,1,29,1,0,0,20,0,81,11,1,0,1
4,4,0,2,0,171,0,0,1,13,3,65,13,1,1,1
2,9,0,2,1,102,0,0,2,24,3,81,31,1,1,2
2,0,0,0,0,144,1,0,2,11,11,67,62,0,0,0
1,4,2,0,1,66,0,0,0,25,0,93,11,1,0,0
6,8,2,2,1,153,1,1,1,6,2,74,11,0,1,0
2,8,2,0,0,68,1,0,1,23,2,76,45,0,0,1
3,4,2,3,0,-10,0,1,2,25,9,42,60,1,1,3
5,2,1,0,0,106,1,0,0,18,0,92,38,1,0,2
1,11,1,2,0,172,1,0,1,10,0,80,9,0,0,1
9,5,0,3,1,117,1,0,0,21,2,85,36,1,1,0
3,8,1,0,1,-14,1,1,0,31,0,88,62,0,0,1
4,11,0,2,0,125,1,1,0,3,7,91,46,1,1,0
1,7,1,1,1,161,0,1,0,31,2,94,24,1,1,2
1,8,0,1,0,77,0,1,1,1,4,56,45,1,0,0
3,4,2,2,0,25,1,0,2,29,11,74,13,1,1,2
1,10,0,1,1,87,0,0,0,21,1,89,3,0,1,0
2,8,0,0,1,-17,1,0,0,25,4,95,9,0,1,2
1,1,0,0,0,-10,1,1,1,13,7,71,1,0,1,0
4,4,1,2,0,14,1,1,0,28,9,95,14,0,0,2
4,3,0,3,0,175,0,0,1,15,2,58,33,0,0,2
3,9,0,2,1,114,1,1,0,26,7,85,18,1,1,1
4,9,2,3,1,167,1,0,0,11,3,99,47,0,1,3
5,8,2,3,0,9,0,0,2,14,9,43,5,0,0,2
5,0,0,3,0,56,0,0,1,14,11,92,45,1,0,1
7,9,0,3,0,143,1,0,1,16,9,88,36,0,0,0
8,0,0,1,0,57,0,1,0,7,7,95,57,1,0,3
1,9,1,3,1,128,0,0,1,13,1,80,52,1,1,2
1,5,0,2,0,151,0,0,1,9,0,90,4,0,1,0
2,8,2,1,1,13,1,1,0,4,9,86,54,1,1,1
4,1,0,3,1,125,1,1,0,26,10,86,59,0,1,0
1,10,1,3,0,130,0,1,0,12,9,86,53,1,1,2
4,3,2,0,1,38,1,1,1,7,8,92,5,1,0,3
4,8,1,1,0,101,0,0,2,1,3,97,48,0,1,0
9,4,1,1,1,-3,0,1,1,27,8,74,10,0,1,1
1,8,2,0,1,30,1,1,1,8,6,98,31,1,1,1
2,6,0,3,1,146,1,1,0,13,10,96,22,0,0,1
5,9,1,0,1,42,1,0,0,16,2,96,34,0,1,1
1,6,0,1,1,7,1,0,1,7,0,75,58,1,1,1
1,8,1,2,0,46,0,1,0,21,0,99,37,1,0,1
1,11,1,1,0,37,1,0,2,4,0,87,16,1,0,0
5,6,1,3,0,142,1,1,1,20,0,77,35,0,0,1
3,2,2,0,1,107,1,1,2,2,0,87,43,0,0,0
6,10,0,1,1,122,0,1,2,21,1,86,6,0,0,1
6,5,0,0,0,57,1,0,2,2,1,84,37,0,0,0
4,3,2,3,0,78,1,0,2,9,3,84,27,0,1,0
1,0,2,3,0,135,0,0,0,25,10,81,37,0,1,1
1,0,2,1,1,106,0,0,2,22,0,72,18,0,1,1
1,9,2,0,1,10,1,0,1,12,1,72,5,1,1,1
1,4,0,1,1,146,0,1,0,19,2,97,62,1,1,2
2,2,0,3,1,15,1,0,2,17,10,87,41,1,1,0
9,0,2,3,0,-20,1,0,1,29,0,66,29,1,1,0
1,6,1,3,1,156,0,1,0,11,8,86,46,1,0,2
7,6,2,1,0,13,0,1,1,13,11,87,19,0,0,0
2,1,2,3,0,113,0,0,0,27,2,85,29,0,0,1
4,0,1,1,0,20,1,0,2,22,3,55,4,1,0,3
1,4,2,0,0,110,1,0,1,19,0,87,5,1,0,0
1,2,1,0,1,-17,1,1,0,4,5,96,40,1,1,2
8,4,0,1,1,123,0,0,0,25,4,88,59,1,0,2
4,7,1,0,0,32,1,0,0,3,9,99,29,1,1,0
1,10,0,1,1,110,1,1,2,2,5,86,29,1,0,0
5,9,1,0,0,121,0,0,2,5,2,72,54,1,0,0
1,11,1,0,0,24,0,0,1,12,11,65,13,0,0,1
3,11,2,1,1,108,0,0,0,28,0,86,62,1,0,1
4,2,1,3,1,165,1,1,0,1,3,86,38,1,0,1
2,10,0,1,0,147,0,0,2,30,3,67,59,0,1,1
5,2,1,3,1,75,0,1,1,4,8,97,38,0,1,0
5,1,2,1,0,168,1,1,2,21,1,99,2,1,1,2
5,5,1,1,0,132,0,1,1,8,8,85,17,1,0,1
4,7,2,1,1,-9,1,1,0,11,7,91,55,0,0,3
2,2,1,0,0,3,1,0,2,30,0,80,26,1,0,0
6,1,1,3,0,149,0,1,2,26,7,94,41,0,1,0
3,3,1,3,0,141,0,0,1,31,0,65,7,0,0,1
1,9,2,3,1,137,0,0,1,22,6,74,58,0,0,1
