9,5,1,1,1,131,1,1,0,15,9,80,1,1,1,3
5,6,1,1,1,49,0,0,1,30,9,80,37,0,1,1
3,0,0,3,0,73,1,1,0,22,3,68,7,0,0,2
1,2,0,0,0,178,0,1,0,2,4,63,9,1,0,2
1,8,2,2,0,4,1,1,1,1,10,89,12,1,1,0
9,8,2,2,1,29,1,0,2,13,7,56,6,0,0,2
4,6,0,0,0,10,1,0,0,20,8,75,20,1,1,1
9,10,2,3,0,96,1,1,0,18,10,51,13,0,0,2
8,0,1,1,0,69,1,1,0,15,11,66,17,0,0,1
1,4,0,2,1,65,1,1,0,18,10,72,4,1,1,2
1,5,2,2,0,144,0,1,0,12,7,79,7,1,0,1
2,1,2,3,1,5,1,0,1,13,9,51,11,0,0,3
1,8,1,0,0,111,1,0,0,5,0,72,2,0,0,3
4,6,1,1,1,53,1,0,0,8,5,85,25,0,1,1
1,7,2,2,0,77,0,1,2,8,10,78,37,0,0,2
8,4,1,2,0,160,1,0,0,20,11,78,2,1,1,0
4,4,1,3,0,18,1,1,0,22,0,94,2,1,0,3
5,8,1,1,0,122,0,0,1,16,7,79,7,1,0,1
9,5,0,1,1,122,1,1,1,27,0,36,1,0,0,1
1,6,2,1,1,52,0,1,0,21,11,75,18,0,1,2
2,10,2,2,1,132,1,1,2,11,7,53,8,1,0,3
8,8,0,2,1,51,1,0,1,2,11,57,15,1,0,2
6,2,1,1,0,28,1,0,2,17,5,81,1,0,1,3
1,1,1,3,1,114,0,1,2,27,10,80,34,0,0,2
2,3,0,3,0,61,1,0,0,21,0,67,3,0,0,3
9,4,1,2,1,90,1,0,1,24,7,71,8,1,1,0
5,9,2,1,0,17,0,0,1,16,11,92,35,0,1,0
8,8,1,1,0,115,1,0,2,18,5,63,6,0,0,0
2,3,2,1,1,19,0,1,2,13,0,76,37,1,1,2
1,0,0,2,1,75,1,0,1,1,1,48,8,1,1,2
8,2,1,1,0,99,1,1,0,21,5,52,31,0,0,2
1,3,2,1,1,90,0,0,0,15,6,83,26,1,1,0
1,11,2,3,0,45,1,0,0,29,0,72,7,1,1,3
1,9,1,3,0,47,1,1,1,7,3,79,3,0,1,3
1,6,2,1,0,5,1,1,1,15,1,68,31,1,1,0
6,5,1,3,0,37,1,1,1,21,11,70,7,0,0,1
3,6,1,0,0,-8,0,0,2,5,11,79,4,1,1,3
4,1,1,0,1,-3,0,1,2,20,10,65,18,1,1,3
2,5,2,2,1,61,1,1,0,27,5,67,25,0,1,2
1,8,2,2,1,116,0,0,2,7,7,70,42,0,0,3
4,5,0,0,1,175,0,0,1,25,9,52,7,1,0,2
2,9,1,3,1,16,1,1,0,25,7,93,35,1,1,2
3,7,1,0,0,58,0,0,1,16,3,62,6,1,0,0
6,8,0,2,1,21,1,0,1,23,3,82,4,0,1,3
1,0,0,1,0,19,0,0,0,14,3,84,9,0,0,1
1,7,0,2,0,129,1,0,0,18,0,76,7,0,1,0
3,4,0,2,0,55,1,1,0,10,11,76,22,0,1,0
6,4,0,0,1,19,1,1,2,9,9,96,11,0,1,0
1,10,2,2,1,33,1,0,1,29,8,53,13,1,1,3
1,6,2,0,0,96,1,0,0,27,1,74,8,0,0,0
1,3,1,3,1,142,0,1,0,11,4,68,4,0,0,3
6,11,1,3,0,39,1,1,0,25,3,91,2,1,0,0
7,5,1,1,1,11,1,1,2,29,6,78,28,1,1,3
8,4,0,3,0,19,0,0,0,24,8,61,18,0,1,0
2,0,1,3,1,55,0,0,1,13,1,80,18,0,1,0
4,9,2,1,0,38,0,1,1,17,3,78,32,1,0,1
5,2,1,3,0,51,1,1,1,8,11,99,15,0,1,1
1,0,0,1,1,62,0,1,1,27,3,64,12,0,0,0
2,1,2,2,1,88,0,1,0,18,8,87,29,0,1,1
2,6,1,1,0,-15,1,1,0,8,3,79,5,0,1,3
1,3,1,3,0,43,0,1,0,21,4,71,10,0,0,2
4,2,0,0,0,52,1,0,0,17,8,77,1,1,0,2
5,7,0,3,0,109,0,0,1,4,7,58,3,0,0,2
2,9,0,0,0,1,1,1,0,23,7,79,7,1,0,0
3,0,0,3,1,-6,1,0,0,14,8,80,12,1,1,2
2,10,1,2,1,147,0,1,2,17,7,58,8,1,1,2
1,11,2,3,1,66,1,1,1,22,5,82,27,1,0,0
1,7,2,3,0,15,1,0,2,23,9,52,18,0,0,2
1,1,0,2,1,4,1,0,0,19,2,58,2,1,1,0
5,9,1,3,1,155,1,1,1,14,11,64,4,0,0,3
9,8,2,0,0,56,0,0,1,8,0,49,33,1,0,1
1,3,0,3,0,23,0,0,0,25,6,55,21,0,0,2
9,7,1,2,0,101,1,1,1,23,11,50,18,1,0,2
3,1,0,1,1,55,0,1,0,30,6,76,25,0,0,1
2,6,1,1,1,73,1,1,2,12,6,90,46,1,0,1
3,2,0,0,0,85,1,1,0,22,0,70,11,0,1,3
2,5,1,1,1,24,0,1,1,22,7,80,1,0,0,3
1,3,0,2,0,174,0,0,1,18,9,50,1,0,0,2
1,8,0,0,1,76,1,0,1,11,1,54,5,0,1,3
1,8,0,2,0,154,0,0,0,13,5,68,5,0,0,2
1,7,0,0,0,49,0,0,0,21,2,96,31,0,1,1
1,7,2,0,0,145,0,1,0,2,6,54,3,0,0,3
2,4,1,0,0,66,1,0,1,24,4,57,7,1,1,1
1,8,0,3,0,26,0,1,1,21,4,96,32,0,0,0
1,9,1,0,0,92,0,1,0,20,2,70,2,1,0,2
8,6,0,0,1,-13,1,1,2,21,7,80,1,0,0,3
2,8,1,3,0,35,0,1,1,24,2,79,21,0,0,0
1,5,0,0,0,36,1,0,1,30,6,85,30,0,0,2
3,2,1,3,1,47,1,0,0,18,5,84,19,0,0,3
4,8,0,1,1,41,0,1,1,29,4,81,19,0,1,3
7,9,1,3,0,27,0,1,1,16,1,91,15,0,1,1
9,5,2,2,1,63,0,1,0,15,10,48,5,0,0,0
8,10,2,1,1,33,0,1,1,25,5,79,6,0,0,2
7,9,1,3,0,120,1,1,1,19,7,77,10,1,1,1
1,6,0,1,1,43,0,0,0,30,8,85,34,1,1,0
6,5,1,0,0,66,1,0,0,28,6,67,18,1,1,2
1,3,2,3,0,130,0,1,0,31,1,53,3,0,1,3
1,1,1,0,1,54,1,0,1,31,3,66,12,1,1,2
4,7,2,2,1,15,0,1,0,13,2,83,9,0,1,3
2,9,1,0,0,4,1,0,0,27,5,78,2,1,1,2
9,4,1,3,0,47,0,1,2,25,11,77,33,1,0,2
4,9,2,0,1,50,0,0,0,19,5,85,4,0,0,1
4,1,0,1,0,42,1,1,0,11,9,93,26,0,1,0
9,3,0,2,0,56,1,0,1,30,8,64,9,0,1,0
7,8,0,3,1,27,1,0,1,28,7,55,11,0,1,2
3,7,2,1,1,114,1,1,0,13,10,68,18,0,0,0
8,7,0,3,1,171,0,1,1,19,7,81,6,1,0,1
1,0,1,0,0,136,1,0,1,3,0,84,8,1,1,1
1,0,2,0,1,23,0,1,1,23,6,86,38,1,1,1
8,4,2,1,1,164,1,0,0,22,7,70,10,1,0,2
2,10,1,2,1,107,0,1,1,11,3,71,6,1,0,1
8,8,0,3,0,111,1,0,0,24,4,62,4,0,0,1
7,11,0,1,1,171,1,0,0,27,11,72,19,0,0,1
9,0,2,0,0,13,1,1,0,23,8,78,8,1,1,1
3,6,0,3,0,19,1,1,2,2,1,66,18,0,0,3
1,8,0,3,1,169,0,0,1,14,9,79,4,0,0,2
1,8,0,1,0,41,1,0,0,21,4,88,30,1,0,1
9,6,1,3,0,56,1,0,1,1,9,68,13,1,1,0
1,0,2,0,0,37,1,0,1,16,2,76,3,1,1,1
7,3,1,1,0,-14,1,1,2,22,5,76,11,0,1,2
4,9,2,2,1,29,1,0,2,29,5,82,20,0,1,2
8,4,0,3,1,33,1,1,1,13,6,98,5,0,0,1
8,6,2,1,1,47,1,1,1,15,4,99,17,0,1,0
5,6,1,0,1,37,0,0,1,2,3,86,9,0,0,1
3,7,2,2,1,74,0,0,2,4,7,52,21,0,0,0
3,4,0,1,0,88,0,0,0,19,0,72,1,0,1,3
9,4,0,2,0,4,0,1,1,28,10,63,24,1,0,1
1,0,2,0,0,41,1,0,0,25,7,76,31,1,0,3
5,3,2,1,1,78,0,1,1,17,4,71,4,1,1,1
9,3,2,3,0,28,1,1,1,17,11,71,21,0,1,1
9,8,2,0,0,65,0,0,1,12,6,99,4,1,1,0
6,0,1,3,0,-20,0,0,0,31,2,82,20,1,1,3
5,10,2,3,1,-15,1,1,0,28,5,73,13,1,1,2
1,8,2,2,0,44,1,0,0,27,9,87,31,0,1,2
3,6,0,2,1,17,0,0,1,30,2,58,1,0,0,0
4,2,1,1,0,21,0,0,1,25,5,69,3,1,1,1
8,8,2,3,0,83,0,0,1,22,6,61,22,1,1,0
3,1,1,1,1,7,1,1,1,23,11,84,12,0,1,3
1,3,2,0,1,9,1,1,1,6,9,59,16,1,0,3
1,4,2,0,0,53,1,1,1,14,6,84,31,1,1,1
1,0,1,3,0,22,0,1,1,31,9,79,25,0,1,1
1,5,2,2,1,91,0,0,0,5,2,69,2,0,1,2
8,4,2,1,1,162,1,0,0,30,9,62,11,1,0,1
5,2,1,0,1,99,1,1,1,12,9,79,5,1,1,1
6,5,1,2,1,-17,0,1,0,29,2,74,14,0,0,3
1,11,1,1,0,18,1,1,0,29,7,72,36,0,0,3
9,8,2,3,0,101,1,1,0,27,9,80,22,0,1,3
7,6,2,3,0,51,0,0,0,28,9,79,13,1,0,0
