8,3,57,5,0,2,3,3,0,2,16,81,38
5,3,35,2,2,8,4,1,0,12,11,81,7
4,1,11,0,1,3,0,2,1,4,31,1,40
5,5,32,2,4,10,2,2,1,8,21,42,4
7,0,9,15,4,4,4,2,1,12,23,97,7
7,6,35,9,3,12,5,2,1,2,36,21,30
4,0,52,10,2,4,3,1,1,15,0,57,4
8,2,31,14,3,2,3,3,1,17,0,94,12
5,6,8,13,3,12,5,0,0,23,11,29,38
4,2,70,2,0,6,0,2,0,12,2,80,40
6,1,1,6,6,1,3,4,0,15,31,75,10
1,1,14,10,3,10,5,4,0,27,9,53,19
4,4,69,8,5,11,5,0,0,9,24,61,4
7,0,26,15,5,8,4,2,0,23,15,81,26
4,4,8,2,6,8,5,3,0,30,2,20,1
9,5,15,2,0,6,0,3,1,5,9,40,37
6,0,32,9,1,2,5,3,1,12,14,70,30
3,0,25,6,3,10,4,0,0,3,38,20,3
9,0,71,12,2,3,4,1,0,5,7,17,6
8,0,5,7,2,9,3,4,0,17,12,34,33
2,0,74,13,6,10,3,4,0,25,6,87,9
6,6,29,2,3,6,1,1,0,1,37,26,37
7,1,34,6,2,8,3,1,1,17,5,82,28
6,0,53,8,2,6,1,0,1,3,17,14,13
7,6,28,3,5,7,3,1,1,5,27,11,4
1,1,45,11,0,7,5,3,1,3,26,19,21
1,1,7,15,5,5,0,1,1,21,26,89,37
5,0,5,11,0,5,5,4,0,18,2,34,19
5,0,55,14,2,12,2,1,1,10,19,96,35
2,3,36,15,3,4,0,1,0,11,11,13,2
8,0,13,9,4,3,1,0,0,4,33,77,12
7,2,55,9,4,8,5,1,1,2,37,64,27
9,3,48,13,3,0,3,2,1,10,7,6,24
8,6,16,14,4,11,4,2,0,6,30,64,20
2,6,71,12,5,2,5,2,1,12,17,67,9
9,1,28,3,4,3,0,0,1,13,0,34,2
5,6,13,8,0,7,2,0,0,0,20,51,13
7,2,32,5,2,0,5,0,1,9,21,8,34
5,1,52,10,0,6,4,0,1,12,7,44,36
1,3,20,5,2,6,5,2,0,25,7,44,34
3,3,6,7,5,8,2,0,1,11,43,12,37
7,2,1,8,3,6,2,2,0,10,16,60,3
6,3,33,3,6,13,4,3,1,8,35,13,13
2,2,23,12,3,3,5,0,1,11,36,2,39
7,3,6,14,2,5,1,2,0,4,31,19,36
2,5,8,0,0,10,1,1,0,0,34,20,26
2,6,40,10,1,2,5,3,0,9,16,80,18
8,5,66,0,5,3,0,1,1,4,15,84,0
8,6,46,10,4,2,4,0,1,0,38,99,32
4,0,23,2,5,5,4,4,0,13,41,78,31
6,3,17,10,1,10,1,0,1,3,30,84,40
7,5,31,10,6,11,0,3,1,7,23,50,2
9,3,46,4,2,11,5,0,0,16,8,88,39
2,3,2,8,0,9,4,4,1,19,10,79,38
7,5,62,14,3,12,1,4,1,5,12,20,19
1,4,47,9,6,11,4,4,1,27,17,91,33
6,5,5,9,3,0,1,1,1,18,9,87,35
3,3,24,2,5,11,5,0,0,28,19,59,38
3,2,15,2,6,5,3,2,1,31,13,59,35
4,5,35,0,2,1,2,3,1,12,13,2,39
8,0,38,11,5,6,4,3,1,11,15,8,1
5,3,60,13,3,8,3,3,0,16,10,95,26
2,3,50,13,6,4,1,0,0,19,17,91,13
5,3,70,2,1,2,4,1,1,2,18,19,22
8,0,21,3,6,0,5,4,0,23,15,34,20
3,1,5,4,4,2,5,3,1,13,41,39,37
7,6,2,10,6,2,4,2,1,7,36,67,9
5,3,36,2,2,8,2,0,1,8,22,41,33
5,6,58,9,6,3,4,1,1,22,7,33,25
3,2,51,7,6,8,3,1,1,17,16,90,1
1,6,69,14,6,12,1,3,1,15,25,40,27
1,5,40,10,3,6,4,3,0,17,12,49,14
3,0,57,0,0,7,1,4,1,1,18,32,15
1,0,9,2,5,4,5,2,1,23,27,7,26
4,2,44,5,4,4,2,2,0,18,1,45,0
7,3,42,2,0,13,1,2,0,0,19,95,18
1,1,24,11,5,6,1,2,0,4,43,71,4
4,2,3,12,2,1,1,3,1,25,1,83,40
6,5,4,0,4,11,4,1,0,15,24,55,17
5,3,33,6,4,5,1,1,1,19,11,52,33
4,1,29,12,3,10,1,1,1,9,30,11,37
6,6,53,8,1,7,3,2,1,7,1,73,9
6,4,41,10,3,8,1,1,0,13,11,59,29
6,3,63,0,2,10,1,1,0,0,27,47,26
9,4,40,15,5,7,1,0,1,5,18,91,1
2,2,36,2,4,1,0,3,1,21,4,24,16
1,6,34,11,5,13,2,4,1,29,5,23,37
8,5,49,13,4,5,4,4,1,6,29,94,37
9,1,34,3,4,11,5,2,0,24,9,50,37
1,0,24,14,4,2,4,2,1,16,27,51,26
5,5,58,13,6,2,4,3,0,20,8,89,8
6,1,39,3,2,6,1,2,0,10,16,1,32
3,1,16,8,3,4,2,2,0,12,27,48,30
5,5,63,9,3,0,3,4,0,18,0,29,30
2,2,66,15,3,11,0,0,1,5,29,19,38
3,1,35,14,3,7,1,0,0,3,42,16,37
6,0,22,10,0,13,1,1,0,7,22,80,40
4,1,56,10,2,0,5,2,0,2,34,6,33
8,4,31,9,6,4,2,4,0,12,18,85,3
9,0,59,5,2,10,3,0,0,12,4,73,23
6,4,27,2,5,1,2,2,0,15,12,71,7
1,5,32,13,4,2,1,2,0,11,21,38,11
3,1,69,8,6,1,2,3,1,10,32,80,21
1,1,18,9,2,13,1,3,1,7,40,38,39
2,6,23,6,2,7,1,4,0,21,2,30,28
2,5,73,14,2,12,1,4,0,14,3,44,20
1,3,71,3,6,11,4,3,1,19,15,86,2
8,3,51,8,3,8,0,1,0,5,16,58,21
1,2,31,15,5,5,0,2,1,9,37,62,28
4,5,48,11,4,3,1,0,1,11,16,71,18
5,6,4,4,4,8,4,4,1,17,11,24,7
6,3,6,15,2,0,3,0,0,4,28,32,19
1,1,10,0,0,9,1,4,0,15,15,31,36
3,2,55,11,1,0,5,3,1,5,17,2,19
8,6,5,0,6,11,1,2,0,18,9,22,1
4,2,46,14,4,13,2,3,0,22,8,47,32
6,4,39,2,4,7,1,3,1,2,38,35,38
8,4,51,8,0,9,3,1,1,1,20,92,39
4,5,18,6,5,13,0,0,1,18,11,83,2
2,6,26,10,0,1,2,0,1,0,17,59,7
6,2,51,5,6,6,5,1,1,10,34,25,27
2,3,35,11,0,3,0,1,0,10,11,77,29
2,3,35,9,2,4,4,4,0,19,12,40,33
3,4,1,8,0,1,4,4,0,7,29,89,37
5,4,39,7,2,6,1,2,0,0,24,32,13
8,0,14,8,0,10,3,4,0,12,10,58,35
5,0,69,9,5,2,3,1,1,10,18,64,8
1,1,60,2,1,0,5,4,1,1,34,13,27
4,4,54,15,4,6,3,3,1,13,23,84,35
3,2,37,2,2,7,2,4,0,2,38,1,34
3,5,43,12,5,5,0,4,1,7,30,88,16
8,0,14,11,1,3,5,1,0,3,22,71,10
9,1,42,3,1,11,5,1,0,11,7,16,24
4,4,18,4,0,8,1,3,0,9,16,90,33
8,6,72,0,5,4,5,4,0,16,13,42,32
6,5,9,1,6,13,0,2,1,6,40,33,22
8,3,2,11,6,7,1,2,1,7,41,30,28
3,2,29,0,0,8,1,2,1,1,24,1,22
6,5,39,5,2,4,4,3,0,1,32,75,23
2,3,65,6,2,1,5,3,1,19,2,96,24
2,1,38,8,0,1,5,1,1,18,1,33,29
4,0,5,10,6,13,5,2,1,32,11,33,22
5,5,8,1,3,11,1,2,1,23,5,60,38
2,0,22,12,6,9,5,1,1,24,17,63,1
3,2,56,10,0,13,0,4,0,6,19,81,40
8,6,65,8,6,13,2,2,1,6,26,90,17
2,3,9,11,6,12,3,4,1,25,14,48,6
7,1,36,7,4,13,4,4,0,1,37,41,7
6,2,31,0,0,8,4,1,0,4,9,41,0
2,4,5,8,6,10,0,0,0,30,13,31,34
5,0,55,6,6,13,3,0,0,24,19,80,38
4,3,14,2,4,7,5,0,1,23,12,51,25
