1,1,0,3,1,6,1,0,2,7,11,80,13,1,1,3
1,0,0,2,0,29,0,1,2,26,5,73,9,0,1,2
1,4,0,2,0,55,0,1,0,14,8,90,25,0,0,1
1,11,0,3,1,127,0,1,2,27,5,79,6,1,1,3
1,1,0,3,1,6,1,1,1,7,11,79,14,1,1,3
1,5,2,2,0,129,1,0,2,20,9,79,3,1,1,3
1,5,1,1,0,87,1,0,0,10,1,77,22,0,1,2
1,11,1,1,0,104,0,1,2,4,3,79,8,1,0,2
1,4,0,2,0,119,0,1,1,31,10,88,5,0,0,3
1,4,0,3,0,56,0,1,0,15,8,90,25,1,0,1
1,7,2,0,0,55,0,1,1,6,3,70,13,1,0,1
1,2,1,3,1,132,0,0,1,6,3,73,5,0,1,1
1,7,2,2,1,116,1,1,0,1,1,81,18,1,0,2
1,10,2,1,0,79,0,1,2,14,1,86,27,1,1,1
1,8,2,0,0,5,1,1,2,22,5,79,4,0,1,3
1,7,0,2,1,88,0,0,0,30,10,44,1,1,1,3
1,0,1,0,1,22,1,0,2,28,7,74,22,0,1,2
1,0,0,2,0,31,0,0,0,26,5,72,9,0,1,2
1,9,1,2,0,7,1,1,2,2,9,76,11,1,1,3
1,3,1,2,1,120,0,0,2,8,4,78,2,1,1,0
1,10,0,3,0,125,1,1,2,27,6,77,5,1,1,2
1,4,2,2,0,77,0,1,0,9,0,74,4,1,0,2
1,0,1,0,0,-18,1,1,2,19,4,95,17,1,0,2
1,11,2,2,0,80,0,1,2,13,1,86,27,1,1,1
1,11,2,2,0,104,0,0,2,27,11,54,7,1,0,3
1,6,0,2,1,88,0,1,1,30,10,44,1,0,1,3
1,6,0,2,1,55,1,1,2,12,0,91,25,0,0,1
1,7,2,3,1,72,0,1,2,26,4,75,8,1,1,0
1,7,1,1,0,113,1,0,1,29,4,53,3,0,1,3
1,5,2,3,0,128,1,0,2,20,9,78,3,0,1,1
1,7,2,2,1,88,0,0,1,30,10,43,2,0,1,3
1,7,1,1,1,113,0,0,0,28,7,68,2,0,1,0
1,9,1,2,0,6,1,0,2,3,9,76,9,1,1,3
1,7,1,2,1,113,0,0,0,28,6,68,2,0,1,0
1,11,1,0,0,30,1,0,0,11,7,85,17,0,0,3
1,4,2,1,0,141,0,1,2,18,8,87,13,0,0,1
1,11,0,0,1,90,0,1,1,30,11,45,2,0,0,3
1,8,2,2,0,55,0,0,1,13,7,73,11,1,1,3
1,6,1,0,0,55,1,1,1,6,3,70,13,1,0,1
1,11,2,1,0,79,1,1,2,14,0,86,27,1,1,1
1,3,2,2,1,120,0,0,2,9,4,78,4,1,1,1
1,3,2,2,1,120,1,0,2,8,4,78,2,1,1,1
1,8,1,2,0,55,0,0,1,12,7,74,11,1,0,3
1,4,2,1,1,71,0,0,0,25,11,86,21,0,1,0
1,5,2,3,0,129,0,0,2,19,9,79,3,1,0,1
1,8,1,1,0,123,0,0,1,12,8,74,8,0,0,2
1,10,2,2,1,-19,1,1,0,2,8,99,12,1,0,1
1,0,1,2,0,-20,0,0,2,2,0,96,6,0,0,1
1,6,2,0,0,5,1,1,2,22,5,78,5,0,1,3
1,3,2,1,0,167,0,0,2,8,10,94,14,1,1,2
1,11,1,2,0,104,0,1,2,4,6,79,8,0,0,2
1,11,1,1,0,79,1,1,2,14,0,86,27,1,1,1
