1,16,1,2,76,4,4,2,1,3,1,4,1,3,3,1,1,1,1,2
4,10,0,8,81,2,5,3,0,1,3,3,1,1,3,2,4,1,2,2
2,9,2,2,65,2,2,4,0,1,2,2,1,1,2,1,1,1,2,1
2,48,3,2,51,2,4,1,1,1,2,4,1,3,3,2,3,2,2,1
3,54,2,1,101,5,4,4,1,3,4,3,1,3,1,4,2,2,1,2
2,48,2,8,113,1,2,2,0,3,4,2,1,3,1,2,1,2,2,2
1,4,4,1,64,4,1,3,1,3,1,4,1,3,3,3,1,1,1,1
2,20,3,9,84,2,3,4,1,1,4,2,1,1,1,1,2,1,1,2
1,4,4,0,64,4,1,3,1,3,1,4,1,3,3,3,1,2,1,1
3,27,0,6,17,2,5,4,1,2,1,2,1,2,3,3,4,2,2,2
3,27,0,6,16,2,5,4,1,2,1,2,1,2,3,3,4,2,1,2
2,60,3,5,46,4,2,3,0,1,4,1,1,1,2,1,2,2,2,2
3,36,3,6,21,4,1,4,1,2,2,2,1,3,1,3,3,2,1,1
2,60,4,4,121,1,3,2,0,2,4,2,1,2,1,4,1,2,1,1
3,60,3,4,57,2,2,2,0,3,1,3,1,1,1,2,2,2,1,1
1,4,4,1,59,4,1,3,1,3,1,4,1,3,3,3,1,2,1,1
2,9,0,5,6,1,1,2,0,1,3,3,1,3,3,4,4,1,1,1
3,27,0,6,16,1,5,4,1,2,1,2,1,2,3,3,4,2,2,2
1,30,2,9,93,1,5,3,0,2,1,1,1,1,2,3,2,1,2,1
4,26,0,0,73,1,5,1,1,1,4,3,1,2,1,3,4,1,2,1
2,24,4,2,86,1,1,1,0,2,3,4,1,1,1,2,2,2,2,1
2,60,4,4,121,1,3,3,0,2,4,2,1,2,2,4,1,2,1,1
2,48,4,8,72,2,1,3,1,3,4,2,1,2,2,4,1,1,2,2
4,7,2,4,92,2,4,2,0,3,3,3,1,3,2,3,4,1,2,2
3,40,2,0,102,3,1,4,0,1,3,4,1,2,2,3,1,1,2,1
2,60,4,4,121,1,3,2,0,2,4,2,1,1,2,4,1,2,1,1
2,10,0,5,6,1,1,2,0,1,3,4,1,3,3,4,4,1,1,1
3,28,0,6,16,2,5,4,1,2,1,2,1,2,3,3,4,2,2,2
3,6,1,3,60,1,3,1,1,2,2,2,1,2,2,1,3,1,1,1
2,20,3,10,85,2,3,4,1,1,4,2,1,1,1,1,2,1,1,2
1,12,0,10,34,2,1,2,1,2,2,2,1,3,2,3,3,1,1,2
3,27,0,6,16,2,5,4,1,1,1,2,1,2,3,3,4,2,2,2
4,33,1,8,108,2,4,4,1,2,4,3,1,3,3,4,4,2,2,1
2,48,2,8,113,1,3,2,0,3,4,1,1,3,1,2,1,2,2,2
3,60,3,4,57,1,2,2,0,3,1,3,1,2,1,2,2,2,1,1
2,45,1,10,9,3,2,3,0,3,1,2,1,2,3,2,1,1,2,1
4,26,0,1,74,1,5,1,1,1,4,3,1,2,1,3,4,1,2,1
3,26,0,6,16,2,5,4,1,2,1,2,1,2,3,3,4,2,2,2
4,36,1,3,5,1,4,3,0,2,2,3,1,1,1,4,4,1,2,2
3,6,1,3,58,1,3,1,0,2,3,2,1,2,2,1,3,1,1,1
3,6,1,3,67,1,3,1,0,2,2,2,1,2,2,1,3,1,1,2
1,4,4,1,64,4,1,3,1,3,1,4,1,3,3,3,1,2,1,2
2,8,0,3,58,2,4,2,0,2,1,4,1,2,2,3,2,2,2,2
3,60,3,4,57,2,2,3,0,3,1,3,1,2,1,2,2,2,1,1
1,18,2,10,89,3,4,2,0,2,1,1,1,1,3,1,3,2,1,1
4,14,3,8,107,1,1,1,0,3,1,2,1,1,2,2,1,2,2,1
2,15,4,2,90,2,3,2,0,1,1,3,1,1,1,4,2,2,2,1
1,21,3,8,92,3,5,1,0,3,4,2,1,2,1,4,1,2,1,1
3,27,0,6,16,2,5,4,1,2,1,2,1,2,3,3,4,1,2,2
1,12,0,10,34,2,1,2,1,3,2,3,1,3,2,3,3,1,1,2
