1,18,0,10,108,5,5,3,1,2,1,2,1,3,2,1,4,2,1,2
4,7,2,5,147,5,1,1,1,3,4,1,1,2,3,2,3,1,1,1
2,21,0,5,148,4,1,2,0,3,1,4,1,1,1,2,3,2,2,2
2,15,3,1,91,3,3,3,0,2,3,3,1,2,1,2,2,1,1,1
1,18,0,10,108,5,5,4,1,2,1,2,1,3,2,1,4,2,1,2
2,8,3,5,95,3,5,1,0,2,2,1,1,1,1,1,3,1,1,2
4,7,2,5,147,5,2,1,1,3,4,1,1,2,3,2,3,2,1,1
1,36,3,6,48,1,2,4,1,2,2,4,1,2,2,4,4,1,1,2
4,7,3,3,5,4,4,4,1,1,4,4,1,1,1,4,4,2,1,2
4,72,3,5,140,4,3,2,0,3,4,4,1,1,1,2,1,2,1,2
1,27,0,10,110,5,2,2,0,3,1,1,1,2,1,4,3,2,1,1
4,15,1,3,96,2,2,1,1,3,3,1,1,2,1,3,4,1,1,2
4,16,0,1,99,2,1,4,0,1,4,2,1,3,1,1,3,2,2,1
4,40,0,0,118,3,2,1,1,3,4,3,1,2,3,1,3,2,2,1
4,15,2,5,127,4,4,1,1,3,1,4,1,3,2,4,4,1,2,2
1,28,3,4,109,4,2,4,1,3,1,4,1,1,3,2,4,1,2,1
1,27,0,10,110,5,2,1,0,3,2,1,1,2,1,4,3,2,1,1
1,54,1,3,27,1,4,3,1,2,4,1,1,2,3,4,3,1,2,2
4,40,0,0,118,3,2,1,1,3,4,4,1,2,3,2,3,2,2,1
4,7,3,3,4,4,4,4,1,1,4,4,1,1,1,4,3,2,1,2
2,11,3,9,84,1,4,4,1,3,4,3,1,1,1,1,4,1,1,1
2,72,1,8,10,4,5,4,1,3,1,3,1,1,3,1,1,1,2,2
4,33,1,9,108,2,4,4,1,1,4,3,1,3,3,4,4,2,2,1
4,5,0,4,84,4,3,1,1,3,3,2,1,3,3,3,4,2,1,2
2,48,1,4,106,5,3,4,1,3,3,2,1,3,3,2,4,1,2,2
3,22,2,5,29,3,1,4,0,2,4,4,1,1,3,4,2,2,1,2
4,4,0,4,84,5,3,1,1,3,3,2,1,3,3,3,4,2,1,2
4,30,0,1,85,2,4,2,1,1,3,4,1,2,1,1,4,2,1,1
3,22,2,5,29,3,1,4,0,3,3,4,1,1,3,4,2,2,1,2
2,15,3,1,91,3,2,3,0,3,3,3,1,2,1,2,2,1,1,1
3,13,1,10,143,2,2,2,0,1,1,1,1,2,2,2,1,1,1,2
4,16,1,3,96,2,2,1,1,3,3,1,1,2,1,3,3,1,1,2
1,54,1,3,28,1,4,3,1,2,4,1,1,2,3,4,3,1,2,2
4,4,0,4,84,4,3,1,1,3,2,2,1,3,3,3,4,2,1,2
4,14,3,8,107,1,1,1,0,3,1,2,1,1,2,3,1,1,2,1
3,14,1,10,143,2,2,2,0,1,1,1,1,2,2,3,1,1,1,2
2,24,1,8,119,2,5,2,1,2,1,1,1,3,1,3,1,2,2,2
4,18,1,3,125,5,3,4,1,1,2,2,1,2,1,1,2,1,2,1
4,18,3,1,102,5,1,2,1,3,1,3,1,2,3,4,4,2,1,2
2,22,2,4,17,1,3,3,1,3,3,1,1,2,1,2,2,2,2,2
4,10,0,4,37,4,4,2,1,3,4,4,1,1,1,2,2,2,1,2
4,11,0,8,8,1,1,3,1,1,4,4,1,2,1,3,4,2,2,2
4,15,1,1,99,2,3,4,0,2,1,1,1,1,3,1,2,2,1,2
3,24,1,9,77,3,2,4,1,2,2,2,1,1,1,1,2,1,2,1
4,33,1,9,108,2,4,4,1,2,4,3,1,3,3,4,3,2,2,1
2,36,3,6,48,1,2,4,1,2,3,4,1,2,2,4,4,1,1,2
4,7,3,4,4,4,4,4,1,1,4,4,1,1,1,4,4,2,1,2
4,16,1,3,97,2,2,1,1,3,3,1,1,2,1,3,4,1,1,2
1,12,0,10,103,1,3,2,1,1,1,4,1,1,3,4,3,1,2,2
4,16,0,2,99,2,1,4,0,1,4,2,1,3,1,1,2,2,2,1
